Fish_ID;Year;Area;Box;Well;Sex;TL;Transmitter;DST;file.name
BH-02353;2021;KBSB;1;C6;M;630;NA;NA;KBSB2021-0--Box1.csv
BH-02354;2021;KBSB;1;C7;M;620;NA;NA;KBSB2021-0--Box1.csv
BH-02355;2021;KBSB;1;C8;M;750;NA;NA;KBSB2021-0--Box1.csv
BH-02356;2021;KBSB;1;C9;M;700;NA;NA;KBSB2021-0--Box1.csv
BH-02357;2021;KBSB;1;D1;M;780;NA;NA;KBSB2021-0--Box1.csv
BH-02358;2021;KBSB;1;D2;M;700;NA;NA;KBSB2021-0--Box1.csv
BH-02359;2021;KBSB;1;D3;M;750;NA;NA;KBSB2021-0--Box1.csv
BH-02360;2021;KBSB;1;D4;M;690;NA;NA;KBSB2021-0--Box1.csv
BH-02361;2021;KBSB;1;D5;M;720;NA;NA;KBSB2021-0--Box1.csv
BH-02362;2021;KBSB;1;D6;M;650;NA;NA;KBSB2021-0--Box1.csv
BH-02363;2021;KBSB;1;D7;F;820;NA;NA;KBSB2021-0--Box1.csv
BH-02365;2021;KBSB;1;D8;M;760;NA;NA;KBSB2021-0--Box1.csv
BH-02366;2021;KBSB;1;D9;M;730;NA;NA;KBSB2021-0--Box1.csv
BH-02367;2021;KBSB;1;E1;F;790;NA;NA;KBSB2021-0--Box1.csv
BH-02369;2021;KBSB;1;E2;M;740;NA;NA;KBSB2021-0--Box1.csv
BH-02370;2021;KBSB;1;E3;F;870;NA;NA;KBSB2021-0--Box1.csv
BH-02371;2021;KBSB;1;E4;F;960;NA;NA;KBSB2021-0--Box1.csv
BH-02372;2021;KBSB;1;E5;F;960;NA;NA;KBSB2021-0--Box1.csv
BH-02373;2021;KBSB;1;E6;M;660;NA;NA;KBSB2021-0--Box1.csv
BH-02477;2021;KBSB;1;E7;F;750;NA;NA;KBSB2021-0--Box1.csv
BH-02478;2021;KBSB;1;E8;M;740;NA;NA;KBSB2021-0--Box1.csv
BH-02479;2021;KBSB;1;E9;M;720;NA;NA;KBSB2021-0--Box1.csv
BH-02480;2021;KBSB;1;F1;M;680;NA;NA;KBSB2021-0--Box1.csv
BH-02481;2021;KBSB;1;F2;F;760;NA;NA;KBSB2021-0--Box1.csv
BH-02482;2021;KBSB;1;F3;M;720;NA;NA;KBSB2021-0--Box1.csv
BH-02483;2021;KBSB;1;F4;M;630;NA;NA;KBSB2021-0--Box1.csv
BH-02484;2021;KBSB;1;F5;F;860;NA;NA;KBSB2021-0--Box1.csv
BH-02485;2021;KBSB;1;F6;M;530;NA;NA;KBSB2021-0--Box1.csv
BH-02486;2021;KBSB;1;F7;F;750;NA;NA;KBSB2021-0--Box1.csv
BH-02492;2021;KBSB;1;F8;F;910;NA;NA;KBSB2021-0--Box1.csv
BH-02493;2021;KBSB;1;F9;F;940;NA;NA;KBSB2021-0--Box1.csv
BH-02494;2021;KBSB;1;G1;F;910;NA;NA;KBSB2021-0--Box1.csv
BH-02495;2021;KBSB;1;G2;F;840;NA;NA;KBSB2021-0--Box1.csv
BH-02496;2021;KBSB;1;G3;F;900;NA;NA;KBSB2021-0--Box1.csv
BH-02497;2021;KBSB;1;G4;F;910;NA;NA;KBSB2021-0--Box1.csv
BH-01649;2021;KBSB;1;G5;M;640;NA;NA;KBSB2021-0--Box1.csv
BH-01648;2021;KBSB;1;G6;F;860;NA;NA;KBSB2021-0--Box1.csv
BH-01647;2021;KBSB;1;G7;F;630;NA;NA;KBSB2021-0--Box1.csv
BH-01646;2021;KBSB;1;G8;F;830;NA;NA;KBSB2021-0--Box1.csv
BH-01645;2021;KBSB;1;G9;F;800;NA;NA;KBSB2021-0--Box1.csv
BH-01644;2021;KBSB;1;H1;F;960;NA;NA;KBSB2021-0--Box1.csv
BH-01643;2021;KBSB;1;H2;M;760;NA;NA;KBSB2021-0--Box1.csv
BH-01642;2021;KBSB;1;H3;F;910;NA;NA;KBSB2021-0--Box1.csv
BH-01641;2021;KBSB;1;H4;F;890;NA;NA;KBSB2021-0--Box1.csv
BH-01640;2021;KBSB;1;H5;F;750;NA;NA;KBSB2021-0--Box1.csv
BH-01639;2021;KBSB;1;H6;F;950;NA;NA;KBSB2021-0--Box1.csv
BH-01638;2021;KBSB;1;H7;F;840;NA;NA;KBSB2021-0--Box1.csv
BH-01637;2021;KBSB;1;H8;F;890;NA;NA;KBSB2021-0--Box1.csv
BH-01636;2021;KBSB;1;H9;F;750;NA;NA;KBSB2021-0--Box1.csv
BH-01635;2021;KBSB;1;I1;F;820;NA;NA;KBSB2021-0--Box1.csv
BH-01634;2021;KBSB;1;I2;F;1010;NA;NA;KBSB2021-0--Box1.csv
BH-01633;2021;KBSB;1;I3;F;1080;NA;NA;KBSB2021-0--Box1.csv
BH-01632;2021;KBSB;1;I4;M;860;NA;NA;KBSB2021-0--Box1.csv
BH-01631;2021;KBSB;1;I5;M;800;NA;NA;KBSB2021-0--Box1.csv
BH-91279;2021;KBSB;1;A1;M;785;NA;NA;KBSB2021-Third duplicate for Denmark-Box1.csv
BH-91310;2021;KBSB;1;A2;F;806;NA;NA;KBSB2021-Third duplicate for Denmark-Box1.csv
BH-91233;2021;KBSB;1;A3;M;690;NA;NA;KBSB2021-Third duplicate for Denmark-Box1.csv
BH-91370;2021;KBSB;1;A4;M;696;NA;NA;KBSB2021-Third duplicate for Denmark-Box1.csv
BH-91227;2021;KBSB;1;A5;M;784;NA;NA;KBSB2021-Third duplicate for Denmark-Box1.csv
BH-91282;2021;KBSB;1;A6;M;663;NA;NA;KBSB2021-Third duplicate for Denmark-Box1.csv
BH-91289;2021;KBSB;1;A7;M;634;NA;NA;KBSB2021-Third duplicate for Denmark-Box1.csv
BH-91221;2021;KBSB;1;A8;F;884;NA;NA;KBSB2021-Third duplicate for Denmark-Box1.csv
BH-51316;2021;KBSB;1;A9;M;760;NA;NA;KBSB2021-Third duplicate for Denmark-Box1.csv
BH-91378;2021;KBSB;1;B1;M;651;NA;NA;KBSB2021-Third duplicate for Denmark-Box1.csv
BH-91359;2021;KBSB;1;B2;M;667;NA;NA;KBSB2021-Third duplicate for Denmark-Box1.csv
BH-91368;2021;KBSB;1;B3;M;645;NA;NA;KBSB2021-Third duplicate for Denmark-Box1.csv
BH-91209;2021;KBSB;1;B4;M;700;NA;NA;KBSB2021-Third duplicate for Denmark-Box1.csv
BH-91277;2021;KBSB;1;B5;M;623;NA;NA;KBSB2021-Third duplicate for Denmark-Box1.csv
BH-91366;2021;KBSB;1;B6;M;644;NA;NA;KBSB2021-Third duplicate for Denmark-Box1.csv
BH-91360;2021;KBSB;1;B7;M;722;NA;NA;KBSB2021-Third duplicate for Denmark-Box1.csv
BH-91380;2021;KBSB;1;B8;M;626;NA;NA;KBSB2021-Third duplicate for Denmark-Box1.csv
BH-91317;2021;KBSB;1;B9;M;666;NA;NA;KBSB2021-Third duplicate for Denmark-Box1.csv
BH-91377;2021;KBSB;1;C1;M;673;NA;NA;KBSB2021-Third duplicate for Denmark-Box1.csv
BH-91383;2021;KBSB;1;C2;M;632;NA;NA;KBSB2021-Third duplicate for Denmark-Box1.csv
BH-91381;2021;KBSB;1;C3;M;715;NA;NA;KBSB2021-Third duplicate for Denmark-Box1.csv
BH-91373;2021;KBSB;1;C4;M;683;NA;NA;KBSB2021-Third duplicate for Denmark-Box1.csv
BH-91213;2021;KBSB;1;C5;F;765;NA;NA;KBSB2021-Third duplicate for Denmark-Box1.csv
BH-91375;2021;KBSB;1;C6;M;663;NA;NA;KBSB2021-Third duplicate for Denmark-Box1.csv
BH-91223;2021;KBSB;1;C7;F;940;NA;NA;KBSB2021-Third duplicate for Denmark-Box1.csv
BH-91219;2021;KBSB;1;C8;M;650;NA;NA;KBSB2021-Third duplicate for Denmark-Box1.csv
BH-91224;2021;KBSB;1;C9;M;716;NA;NA;KBSB2021-Third duplicate for Denmark-Box1.csv
BH-91208;2021;KBSB;1;D1;F;745;NA;NA;KBSB2021-Third duplicate for Denmark-Box1.csv
BH-91333;2021;KBSB;1;D2;F;763;NA;NA;KBSB2021-Third duplicate for Denmark-Box1.csv
BH-91216;2021;KBSB;1;D3;F;960;NA;NA;KBSB2021-Third duplicate for Denmark-Box1.csv
BH-91374;2021;KBSB;1;D4;M;658;NA;NA;KBSB2021-Third duplicate for Denmark-Box1.csv
BH-91384;2021;KBSB;1;D5;M;641;NA;NA;KBSB2021-Third duplicate for Denmark-Box1.csv
BH-91332;2021;KBSB;1;D6;M;781;NA;NA;KBSB2021-Third duplicate for Denmark-Box1.csv
BH-91379;2021;KBSB;1;D7;M;638;NA;NA;KBSB2021-Third duplicate for Denmark-Box1.csv
BH-91329;2021;KBSB;1;D8;M;704;NA;NA;KBSB2021-Third duplicate for Denmark-Box1.csv
BH-91325;2021;KBSB;1;D9;M;643;NA;NA;KBSB2021-Third duplicate for Denmark-Box1.csv
BH-91241;2021;KBSB;1;E1;M;683;NA;NA;KBSB2021-Third duplicate for Denmark-Box1.csv
BH-91318;2021;KBSB;1;E2;F;971;NA;NA;KBSB2021-Third duplicate for Denmark-Box1.csv
BH-91371;2021;KBSB;1;E3;F;710;NA;NA;KBSB2021-Third duplicate for Denmark-Box1.csv
BH-91260;2021;KBSB;1;E4;M;657;NA;NA;KBSB2021-Third duplicate for Denmark-Box1.csv
BH-91204;2021;KBSB;1;E5;M;664;NA;NA;KBSB2021-Third duplicate for Denmark-Box1.csv
BH-91238;2021;KBSB;1;E6;M;663;NA;NA;KBSB2021-Third duplicate for Denmark-Box1.csv
BH-91215;2021;KBSB;1;E7;M;647;NA;NA;KBSB2021-Third duplicate for Denmark-Box1.csv
BH-91254;2021;KBSB;1;E8;M;769;NA;NA;KBSB2021-Third duplicate for Denmark-Box1.csv
BH-91268;2021;KBSB;1;E9;F;819;NA;NA;KBSB2021-Third duplicate for Denmark-Box1.csv
BH-91335;2021;KBSB;1;F1;M;633;NA;NA;KBSB2021-Third duplicate for Denmark-Box1.csv
BH-91280;2021;KBSB;1;F2;F;860;NA;NA;KBSB2021-Third duplicate for Denmark-Box1.csv
BH-91231;2021;KBSB;1;F3;F;930;NA;NA;KBSB2021-Third duplicate for Denmark-Box1.csv
BH-90014;2020;KJB;1;A1;F;930;12291;NA;KJB2020--Box1.csv
BH-90005;2020;KJB;1;A2;F;581;NA;NA;KJB2020--Box1.csv
BH-90007;2020;KJB;1;A3;F;804;12281;NA;KJB2020--Box1.csv
BH-90021;2020;KJB;1;A4;F;758;12044;NA;KJB2020--Box1.csv
BH-90051;2020;KJB;1;A5;F;966;12284;NA;KJB2020--Box1.csv
BH-90025;2020;KJB;1;A6;M;645;12287;NA;KJB2020--Box1.csv
BH-91104;2021;KWB;1;A1;M;599;NA;NA;KWB2021-Box1.csv
BH-91078;2021;KWB;1;A2;M;639;NA;NA;KWB2021-Box1.csv
BH-91163;2021;KWB;1;A3;M;580;NA;NA;KWB2021-Box1.csv
BH-91006;2021;KWB;1;A4;F;770;NA;NA;KWB2021-Box1.csv
BH-91185;2021;KWB;1;A5;M;452;NA;NA;KWB2021-Box1.csv
BH-91020;2021;KWB;1;A6;F;619;NA;NA;KWB2021-Box1.csv
BH-90932;2021;KWB;1;A7;F;577;NA;NA;KWB2021-Box1.csv
BH-91079;2021;KWB;1;A8;F;557;NA;NA;KWB2021-Box1.csv
BH-90837;2021;KWB;1;A9;F;803;NA;NA;KWB2021-Box1.csv
BH-91044;2021;KWB;1;B1;M;650;NA;NA;KWB2021-Box1.csv
BH-91018;2021;KWB;1;B2;U;177;NA;NA;KWB2021-Box1.csv
Elu-3210;2012;Gulf of Finnland;1;A1;NA;NA;NA;NA;Mixed0-2012-2019-2020-Eschbach probes and Boddenhecht project-Box1.csv
Elu-3211;2012;Gulf of Finnland;1;A2;NA;NA;NA;NA;Mixed0-2012-2019-2020-Eschbach probes and Boddenhecht project-Box1.csv
Elu-3212;2012;Gulf of Finnland;1;A3;NA;NA;NA;NA;Mixed0-2012-2019-2020-Eschbach probes and Boddenhecht project-Box1.csv
Elu-3432;0;Vistula Lagoon;1;A4;NA;NA;NA;NA;Mixed0-2012-2019-2020-Eschbach probes and Boddenhecht project-Box1.csv
Elu-3433;0;Vistula Lagoon;1;A5;NA;NA;NA;NA;Mixed0-2012-2019-2020-Eschbach probes and Boddenhecht project-Box1.csv
Elu-3434;0;Vistula Lagoon;1;A6;NA;NA;NA;NA;Mixed0-2012-2019-2020-Eschbach probes and Boddenhecht project-Box1.csv
Elu-3436;0;Vistula Lagoon;1;A7;NA;NA;NA;NA;Mixed0-2012-2019-2020-Eschbach probes and Boddenhecht project-Box1.csv
Elu-3437;0;Vistula Lagoon;1;A8;NA;NA;NA;NA;Mixed0-2012-2019-2020-Eschbach probes and Boddenhecht project-Box1.csv
Elu-3438;0;Vistula Lagoon;1;A9;NA;NA;NA;NA;Mixed0-2012-2019-2020-Eschbach probes and Boddenhecht project-Box1.csv
Elu-3439;0;Vistula Lagoon;1;B1;NA;NA;NA;NA;Mixed0-2012-2019-2020-Eschbach probes and Boddenhecht project-Box1.csv
Elu-3440;0;Vistula Lagoon;1;B2;NA;NA;NA;NA;Mixed0-2012-2019-2020-Eschbach probes and Boddenhecht project-Box1.csv
Elu-3441;0;Vistula Lagoon;1;B3;NA;NA;NA;NA;Mixed0-2012-2019-2020-Eschbach probes and Boddenhecht project-Box1.csv
Elu-3443;0;Vistula Lagoon;1;B4;NA;NA;NA;NA;Mixed0-2012-2019-2020-Eschbach probes and Boddenhecht project-Box1.csv
BH-00353;2019;Ryck;1;B5;M;450;NA;NA;Mixed0-2012-2019-2020-Eschbach probes and Boddenhecht project-Box1.csv
BH-90402;2020;VB;1;B6;M;707;12137;NA;Mixed0-2012-2019-2020-Eschbach probes and Boddenhecht project-Box1.csv
BH-90417;2020;Beek;1;B7;M;716;12202;NA;Mixed0-2012-2019-2020-Eschbach probes and Boddenhecht project-Box1.csv
BH-90459;2020;Beek;1;B8;M;631;12136;NA;Mixed0-2012-2019-2020-Eschbach probes and Boddenhecht project-Box1.csv
BH-90449;2020;Beek;1;B9;M;553;NA;NA;Mixed0-2012-2019-2020-Eschbach probes and Boddenhecht project-Box1.csv
BH-01768;2020;KD;1;C1;F;599;NA;NA;Mixed0-2012-2019-2020-Eschbach probes and Boddenhecht project-Box1.csv
BH-01769;2020;KD;1;C2;M;504;NA;NA;Mixed0-2012-2019-2020-Eschbach probes and Boddenhecht project-Box1.csv
BH-01767;2020;KD;1;C3;F;751;NA;NA;Mixed0-2012-2019-2020-Eschbach probes and Boddenhecht project-Box1.csv
BH-01765;2020;KD;1;C4;F;365;NA;NA;Mixed0-2012-2019-2020-Eschbach probes and Boddenhecht project-Box1.csv
BH-90434;2020;Duwenbeek;1;C5;M;722;12062;NA;Mixed0-2012-2019-2020-Eschbach probes and Boddenhecht project-Box1.csv
BH-90580;2020;Duwenbeek;1;C6;F;753;NA;NA;Mixed0-2012-2019-2020-Eschbach probes and Boddenhecht project-Box1.csv
BH-90562;2020;Duwenbeek;1;C7;M;709;NA;NA;Mixed0-2012-2019-2020-Eschbach probes and Boddenhecht project-Box1.csv
BH-90569;2020;Duwenbeek;1;C8;M;359;NA;NA;Mixed0-2012-2019-2020-Eschbach probes and Boddenhecht project-Box1.csv
BH-90435;2020;Duwenbeek;1;C9;M;720;12056;NA;Mixed0-2012-2019-2020-Eschbach probes and Boddenhecht project-Box1.csv
BH-90552;2020;Duwenbeek;1;D1;M;706;NA;NA;Mixed0-2012-2019-2020-Eschbach probes and Boddenhecht project-Box1.csv
BH-90554;2020;Duwenbeek;1;D2;M;557;NA;NA;Mixed0-2012-2019-2020-Eschbach probes and Boddenhecht project-Box1.csv
BH-90570;2020;Duwenbeek;1;D3;M;705;NA;NA;Mixed0-2012-2019-2020-Eschbach probes and Boddenhecht project-Box1.csv
BH-90429;2020;Duwenbeek;1;D4;M;601;12030;NA;Mixed0-2012-2019-2020-Eschbach probes and Boddenhecht project-Box1.csv
BH-90572;2020;Duwenbeek;1;D5;F;715;NA;NA;Mixed0-2012-2019-2020-Eschbach probes and Boddenhecht project-Box1.csv
BH-90419;2020;Duwenbeek;1;D6;M;660;12061;NA;Mixed0-2012-2019-2020-Eschbach probes and Boddenhecht project-Box1.csv
BH-90430;2020;Duwenbeek;1;D7;F;773;12063;NA;Mixed0-2012-2019-2020-Eschbach probes and Boddenhecht project-Box1.csv
BH-90439;2020;Duwenbeek;1;D8;M;634;NA;NA;Mixed0-2012-2019-2020-Eschbach probes and Boddenhecht project-Box1.csv
BH-90440;2020;Duwenbeek;1;D9;M;404;NA;NA;Mixed0-2012-2019-2020-Eschbach probes and Boddenhecht project-Box1.csv
BH-90566;2020;Duwenbeek;1;E1;M;580;NA;NA;Mixed0-2012-2019-2020-Eschbach probes and Boddenhecht project-Box1.csv
BH-90436;2020;Duwenbeek;1;E2;M;697;12057;NA;Mixed0-2012-2019-2020-Eschbach probes and Boddenhecht project-Box1.csv
BH-90438;2020;Duwenbeek;1;E3;M;628;NA;NA;Mixed0-2012-2019-2020-Eschbach probes and Boddenhecht project-Box1.csv
BH-01774;2020;KD;1;A1;F;638;NA;NA;Mixed0-2021-2020-2019-Timo sims-Box1.csv
BH-01776;2020;KD;1;A2;F;574;NA;NA;Mixed0-2021-2020-2019-Timo sims-Box1.csv
BH-01741;0;KD;1;A3;F;750;NA;NA;Mixed0-2021-2020-2019-Timo sims-Box1.csv
BH-01772;2020;KD;1;A4;F;634;NA;NA;Mixed0-2021-2020-2019-Timo sims-Box1.csv
BH-91328;2021;NHG;1;A5;F;1061;NA;NA;Mixed0-2021-2020-2019-Timo sims-Box1.csv
BH-91117;2021;NHG;1;A6;F;555;NA;NA;Mixed0-2021-2020-2019-Timo sims-Box1.csv
BH-91068;2021;Ziese;1;A7;F;860;NA;NA;Mixed0-2021-2020-2019-Timo sims-Box1.csv
BH-91054;2021;Sehrowbach;1;A8;M;636;NA;NA;Mixed0-2021-2020-2019-Timo sims-Box1.csv
BH-91053;2021;Ziese;1;A9;F;674;NA;NA;Mixed0-2021-2020-2019-Timo sims-Box1.csv
BH-91050.2;2021;Ziese;1;B1;M;732;NA;NA;Mixed0-2021-2020-2019-Timo sims-Box1.csv
BH-91045;2021;Ziese;1;B2;M;648;NA;NA;Mixed0-2021-2020-2019-Timo sims-Box1.csv
BH-91013;2021;Ziese;1;B3;F;739;NA;NA;Mixed0-2021-2020-2019-Timo sims-Box1.csv
BH-90997;2021;Badendycksgraben;1;B4;M;675;NA;NA;Mixed0-2021-2020-2019-Timo sims-Box1.csv
BH-90981;2021;Sehrowbach;1;B5;M;745;NA;NA;Mixed0-2021-2020-2019-Timo sims-Box1.csv
BH-90970;2021;Sehrowbach;1;B6;M;634;NA;NA;Mixed0-2021-2020-2019-Timo sims-Box1.csv
BH-90962;2021;KWB;1;B7;F;921;NA;NA;Mixed0-2021-2020-2019-Timo sims-Box1.csv
BH-90946;2021;Sehrowbach;1;B8;M;694;NA;NA;Mixed0-2021-2020-2019-Timo sims-Box1.csv
BH-90928;2021;Sehrowbach;1;B9;M;580;NA;NA;Mixed0-2021-2020-2019-Timo sims-Box1.csv
BH-90910;2021;NHG;1;C1;M;604;NA;NA;Mixed0-2021-2020-2019-Timo sims-Box1.csv
BH-01906;2019;SB;1;C2;F;1230;NA;NA;Mixed0-2021-2020-2019-Timo sims-Box1.csv
BH-01904;2020;GB;1;C3;F;404;NA;NA;Mixed0-2021-2020-2019-Timo sims-Box1.csv
BH-01903;2020;GB;1;C4;F;439;NA;NA;Mixed0-2021-2020-2019-Timo sims-Box1.csv
BH-01902;2020;GB;1;C5;M;500;NA;NA;Mixed0-2021-2020-2019-Timo sims-Box1.csv
BH-01900;2020;GB;1;C6;F;825;NA;NA;Mixed0-2021-2020-2019-Timo sims-Box1.csv
BH-01899;2020;GB;1;C7;F;760;NA;NA;Mixed0-2021-2020-2019-Timo sims-Box1.csv
BH-01898;2020;GB;1;C8;F;700;NA;NA;Mixed0-2021-2020-2019-Timo sims-Box1.csv
BH-01897;2020;GB;1;C9;M;600;NA;NA;Mixed0-2021-2020-2019-Timo sims-Box1.csv
BH-01893;2020;GB;1;D1;M;650;NA;NA;Mixed0-2021-2020-2019-Timo sims-Box1.csv
BH-01892;2020;GB;1;D2;M;635;NA;NA;Mixed0-2021-2020-2019-Timo sims-Box1.csv
BH-01891;2020;GB;1;D3;F;870;NA;NA;Mixed0-2021-2020-2019-Timo sims-Box1.csv
BH-01889;2020;GB;1;D4;F;837;NA;NA;Mixed0-2021-2020-2019-Timo sims-Box1.csv
BH-01885;2020;GB;1;D5;F;796;NA;NA;Mixed0-2021-2020-2019-Timo sims-Box1.csv
BH-01883;2020;GB;1;D6;F;870;NA;NA;Mixed0-2021-2020-2019-Timo sims-Box1.csv
BH-01882;2020;GB;1;D7;F;670;NA;NA;Mixed0-2021-2020-2019-Timo sims-Box1.csv
BH-01887;2020;GB;1;D8;M;679;NA;NA;Mixed0-2021-2020-2019-Timo sims-Box1.csv
BH-01869;2019;SB;1;D9;F;730;NA;NA;Mixed0-2021-2020-2019-Timo sims-Box1.csv
BH-01868;2020;SB;1;E1;F;1010;NA;NA;Mixed0-2021-2020-2019-Timo sims-Box1.csv
BH-01867;2019;SB;1;E2;F;820;NA;NA;Mixed0-2021-2020-2019-Timo sims-Box1.csv
BH-01860;2020;KB;1;E3;F;940;NA;NA;Mixed0-2021-2020-2019-Timo sims-Box1.csv
BH-01855;2020;SB;1;E4;M;722;NA;NA;Mixed0-2021-2020-2019-Timo sims-Box1.csv
BH-01850;2020;BEG;1;E5;F;910;NA;NA;Mixed0-2021-2020-2019-Timo sims-Box1.csv
BH-01846;2020;BEG;1;E6;F;880;NA;NA;Mixed0-2021-2020-2019-Timo sims-Box1.csv
BH-01835;2020;KB;1;E7;M;820;NA;NA;Mixed0-2021-2020-2019-Timo sims-Box1.csv
BH-01819;2020;KB;1;E8;M;680;NA;NA;Mixed0-2021-2020-2019-Timo sims-Box1.csv
BH-01814;2020;KB;1;E9;M;780;NA;NA;Mixed0-2021-2020-2019-Timo sims-Box1.csv
BH-01812;2019;SB;1;F1;F;1020;NA;NA;Mixed0-2021-2020-2019-Timo sims-Box1.csv
BH-01809;2020;KB;1;F2;M;520;NA;NA;Mixed0-2021-2020-2019-Timo sims-Box1.csv
BH-01803;2019;SB;1;F3;M;600;NA;NA;Mixed0-2021-2020-2019-Timo sims-Box1.csv
BH-01802;2020;SB;1;F4;M;638;NA;NA;Mixed0-2021-2020-2019-Timo sims-Box1.csv
BH-01789;2020;KB;1;F5;M;600;NA;NA;Mixed0-2021-2020-2019-Timo sims-Box1.csv
BH-01758;2020;SB;1;F6;M;682;NA;NA;Mixed0-2021-2020-2019-Timo sims-Box1.csv
BH-01738;2019;SB;1;F7;F;860;NA;NA;Mixed0-2021-2020-2019-Timo sims-Box1.csv
BH-01737;2020;KB;1;F8;F;1130;NA;NA;Mixed0-2021-2020-2019-Timo sims-Box1.csv
BH-01731;2020;SB;1;F9;M;950;NA;NA;Mixed0-2021-2020-2019-Timo sims-Box1.csv
BH-01722;0;BEG;1;G1;F;950;NA;NA;Mixed0-2021-2020-2019-Timo sims-Box1.csv
BH-01719;2019;SB;1;G2;F;550;NA;NA;Mixed0-2021-2020-2019-Timo sims-Box1.csv
BH-01717;0;BEG;1;G3;F;1040;NA;NA;Mixed0-2021-2020-2019-Timo sims-Box1.csv
BH-01713;2020;SB;1;G4;F;980;NA;NA;Mixed0-2021-2020-2019-Timo sims-Box1.csv
BH-01701;0;BEG;1;G5;F;880;NA;NA;Mixed0-2021-2020-2019-Timo sims-Box1.csv
BH-00696;0;WB;1;G6;F;790;NA;NA;Mixed0-2021-2020-2019-Timo sims-Box1.csv
BH-00689;0;WB;1;G7;M;600;NA;NA;Mixed0-2021-2020-2019-Timo sims-Box1.csv
BH-00685;0;WB;1;G8;M;720;NA;NA;Mixed0-2021-2020-2019-Timo sims-Box1.csv
BH-00681;0;WB;1;G9;M;630;NA;NA;Mixed0-2021-2020-2019-Timo sims-Box1.csv
BH-01598;0;GJB;1;H1;F;750;NA;NA;Mixed0-2021-2020-2019-Timo sims-Box1.csv
BH-01596;0;GJB;1;H2;F;660;NA;NA;Mixed0-2021-2020-2019-Timo sims-Box1.csv
BH-01595;0;WB;1;H3;M;690;NA;NA;Mixed0-2021-2020-2019-Timo sims-Box1.csv
BH-01594;0;WB;1;H4;F;630;NA;NA;Mixed0-2021-2020-2019-Timo sims-Box1.csv
BH-01588;0;KJB;1;H5;F;1050;NA;NA;Mixed0-2021-2020-2019-Timo sims-Box1.csv
BH-01585;0;WB;1;H6;M;760;NA;NA;Mixed0-2021-2020-2019-Timo sims-Box1.csv
BH-01582;0;BEG;1;H7;F;830;NA;NA;Mixed0-2021-2020-2019-Timo sims-Box1.csv
BH-01580;2020;BEG;1;H8;F;490;NA;NA;Mixed0-2021-2020-2019-Timo sims-Box1.csv
BH-01576;2020;BEG;1;H9;F;570;NA;NA;Mixed0-2021-2020-2019-Timo sims-Box1.csv
BH-01571;2020;BEG;1;I1;F;520;NA;NA;Mixed0-2021-2020-2019-Timo sims-Box1.csv
BH-01570;0;BEG;1;I2;F;980;NA;NA;Mixed0-2021-2020-2019-Timo sims-Box1.csv
BH-01569;2020;BEG;1;I3;M;550;NA;NA;Mixed0-2021-2020-2019-Timo sims-Box1.csv
BH-01567;2020;BEG;1;I4;M;460;NA;NA;Mixed0-2021-2020-2019-Timo sims-Box1.csv
BH-01560;2020;BEG;1;I5;F;820;NA;NA;Mixed0-2021-2020-2019-Timo sims-Box1.csv
BH-01556;2020;BEG;1;I6;F;1110;NA;NA;Mixed0-2021-2020-2019-Timo sims-Box1.csv
BH-01555;2020;BEG;1;I7;F;760;NA;NA;Mixed0-2021-2020-2019-Timo sims-Box1.csv
BH-01825;2020;KB;1;A1;M;770;NA;NA;Mixed0-2021-2020-2019-Timo.otolith-si-1-two-sims-fish-inside-Box1.csv
BH-01841;2020;SB;1;A2;M;685;NA;NA;Mixed0-2021-2020-2019-Timo.otolith-si-1-two-sims-fish-inside-Box1.csv
BH-01862;2020;KB;1;A3;M;690;NA;NA;Mixed0-2021-2020-2019-Timo.otolith-si-1-two-sims-fish-inside-Box1.csv
BH-01886;2020;GB;1;A4;M;640;NA;NA;Mixed0-2021-2020-2019-Timo.otolith-si-1-two-sims-fish-inside-Box1.csv
BH-01917;2021;BAT;1;A5;F;940;NA;NA;Mixed0-2021-2020-2019-Timo.otolith-si-1-two-sims-fish-inside-Box1.csv
BH-91414;2021;BAT;1;A6;F;907;NA;NA;Mixed0-2021-2020-2019-Timo.otolith-si-1-two-sims-fish-inside-Box1.csv
BH-01824;2020;SB;1;A7;M;617;NA;NA;Mixed0-2021-2020-2019-Timo.otolith-si-1-two-sims-fish-inside-Box1.csv
BH-01839;2019;SB;1;A8;F;780;NA;NA;Mixed0-2021-2020-2019-Timo.otolith-si-1-two-sims-fish-inside-Box1.csv
BH-01859;2020;SB;1;A9;M;639;NA;NA;Mixed0-2021-2020-2019-Timo.otolith-si-1-two-sims-fish-inside-Box1.csv
BH-01884;2020;GB;1;B1;F;700;NA;NA;Mixed0-2021-2020-2019-Timo.otolith-si-1-two-sims-fish-inside-Box1.csv
BH-01916;2021;BAT;1;B2;F;920;NA;NA;Mixed0-2021-2020-2019-Timo.otolith-si-1-two-sims-fish-inside-Box1.csv
BH-00997;2021;P;1;B3;F;1065;NA;NA;Mixed0-2021-2020-2019-Timo.otolith-si-1-two-sims-fish-inside-Box1.csv
BH-91428;2021;BAT;1;B4;F;817;NA;NA;Mixed0-2021-2020-2019-Timo.otolith-si-1-two-sims-fish-inside-Box1.csv
