year,month,id,name,waterbody,identifier,Lat,Long,type,turbidity,SAL,WT
2018,5,TF0361,Odin,Open Baltic,5_2018,54.659,10.7648,Sea,,15.5264238095238,
2018,5,TF0403,Odin,Open Baltic,5_2018,57.0739,19.024,Sea,,8.77940818181818,
2018,5,TF0404,Odin,Open Baltic,5_2018,57.0282,19.2204,Sea,,9.9278108974359,
2018,5,TF0405,Odin,Open Baltic,5_2018,57.0085,19.3542,Sea,,10.2073514619883,
2018,5,TF0406,Odin,Open Baltic,5_2018,56.98,19.5759,Sea,,10.1018024539877,
2018,5,TF0407,Odin,Open Baltic,5_2018,56.9512,19.8834,Sea,,10.3213656976744,
2018,5,TF0408,Odin,Open Baltic,5_2018,56.9233,20.0184,Sea,,10.0842881987578,
2018,5,TF0409,Odin,Open Baltic,5_2018,56.9049,20.2171,Sea,,9.62364113475177,
2018,5,TF0410,Odin,Open Baltic,5_2018,56.8665,20.4533,Sea,,7.44301833333333,
2018,5,TFO5,Odin,Open Baltic,5_2018,54.232,12.0743,Sea,,11.6813818181818,
2018,5,wGB-1,Odin,Open Baltic,5_2018,56.8772,17.3904,Sea,,7.96106956521739,
2018,5,wGB-3,Odin,Open Baltic,5_2018,58.3257,18.0689,Sea,,8.938114,
2018,7,ABBOJE,Odin,Open Baltic,7_2018,54.8817,13.8619,Sea,,9.74919767441861,
2018,7,GB_B16,Odin,Open Baltic,7_2018,57.7276,20.6904,Sea,,9.16114285714286,
2018,7,GB_B19,Odin,Open Baltic,7_2018,57.9627,20.2154,Sea,,8.86859098360656,
2018,7,GB_B20,Odin,Open Baltic,7_2018,57.923,20.5241,Sea,,8.46309895833333,
2018,7,GB_B21,Odin,Open Baltic,7_2018,57.8882,20.8347,Sea,,7.75533103448276,
2018,7,GB_B22,Odin,Open Baltic,7_2018,57.8504,21.1336,Sea,,7.38143783783784,
2018,7,no named,Odin,Open Baltic,7_2018,57.3166,20.1239,Sea,,10.1367491467577,
2018,7,no named,Odin,Open Baltic,7_2018,57.8119,21.4471,Sea,,10.1367491467577,
2018,7,TF0001,Odin,Open Baltic,7_2018,54.6947,12.7061,Sea,,10.496895,
2018,7,TF0002,Odin,Open Baltic,7_2018,54.6502,12.4497,Sea,,10.1918352941176,
2018,7,TF0010,Odin,Open Baltic,7_2018,54.5516,11.3208,Sea,,19.1085428571429,
2018,7,TF0011,Odin,Open Baltic,7_2018,54.4132,11.615,Sea,,17.0690375,
2018,7,TF0012,Odin,Open Baltic,7_2018,54.3157,11.5517,Sea,,15.8095958333333,
2018,7,TF0022,Odin,Open Baltic,7_2018,54.1096,11.1744,Sea,,15.7808711111111,
2018,7,TF0022,Odin,Open Baltic,7_2018,54.1097,11.175,Sea,,15.7808711111111,
