"ID"	"TL_mm"	"weight"	"sex"	"area"	"capt_date"	"age"	"cohort"	"year"	"inc_um"	"rad_um"	"core"	"d18O"	"sims_dist"
"BH-01812"	1020	8900	"f"	"SB"	"22.11.2019"	7	2013	6	206.3	1856.3	230.4	-5.6524491	1845.087803
"BH-01812"	1020	8900	"f"	"SB"	"22.11.2019"	7	2013	7	170.5	2026.8	230.4	-6.4672575	1886.315191
"BH-01812"	1020	8900	"f"	"SB"	"22.11.2019"	7	2013	7	170.5	2026.8	230.4	-7.1656647	1926.24012
"BH-01812"	1020	8900	"f"	"SB"	"22.11.2019"	7	2013	7	170.5	2026.8	230.4	-6.6030589	1966.165049
"BH-01812"	1020	8900	"f"	"SB"	"22.11.2019"	7	2013	7	170.5	2026.8	230.4	-5.1771442	2006.089978
"BH-01867"	820	4800	"f"	"SB"	"23.11.2019"	6	2014	1	628	628	357.2	-8.3102765	0
"BH-01867"	820	4800	"f"	"SB"	"23.11.2019"	6	2014	1	628	628	357.2	-8.5430789	38.41874542
"BH-01867"	820	4800	"f"	"SB"	"23.11.2019"	6	2014	1	628	628	357.2	-8.0871742	76.83749085
"BH-01867"	820	4800	"f"	"SB"	"23.11.2019"	6	2014	1	628	628	357.2	-8.1550749	115.2562363
"BH-01867"	820	4800	"f"	"SB"	"23.11.2019"	6	2014	1	628	628	357.2	-7.7864711	153.0522787
"BH-01867"	820	4800	"f"	"SB"	"23.11.2019"	6	2014	1	628	628	357.2	-7.7088703	191.4706244
"BH-01867"	820	4800	"f"	"SB"	"23.11.2019"	6	2014	1	628	628	357.2	-7.6700699	229.8891037
"BH-01867"	820	4800	"f"	"SB"	"23.11.2019"	6	2014	1	628	628	357.2	-7.000763	268.3076592
"BH-01867"	820	4800	"f"	"SB"	"23.11.2019"	6	2014	1	628	628	357.2	-7.5051682	306.7262623
"BH-01867"	820	4800	"f"	"SB"	"23.11.2019"	6	2014	1	628	628	357.2	-6.8164611	344.5228585
"BH-01867"	820	4800	"f"	"SB"	"23.11.2019"	6	2014	1	628	628	357.2	-8.0095734	382.9412488
"BH-01867"	820	4800	"f"	"SB"	"23.11.2019"	6	2014	1	628	628	357.2	-6.6224591	421.3597038
"BH-01867"	820	4800	"f"	"SB"	"23.11.2019"	6	2014	1	628	628	357.2	-5.642749	459.7782074
"BH-01867"	820	4800	"f"	"SB"	"23.11.2019"	6	2014	1	628	628	357.2	-6.2053548	498.1967483
"BH-01867"	820	4800	"f"	"SB"	"23.11.2019"	6	2014	1	628	628	357.2	-5.3711462	535.9934701
"BH-01867"	820	4800	"f"	"SB"	"23.11.2019"	6	2014	1	628	628	357.2	-4.9928423	574.4118731
"BH-01867"	820	4800	"f"	"SB"	"23.11.2019"	6	2014	1	628	628	357.2	-4.4884371	613.6138851
"BH-01867"	820	4800	"f"	"SB"	"23.11.2019"	6	2014	2	426.9	1054.9	357.2	-5.7300499	652.8162069
"BH-01867"	820	4800	"f"	"SB"	"23.11.2019"	6	2014	2	426.9	1054.9	357.2	-5.545748	692.0187859
"BH-01867"	820	4800	"f"	"SB"	"23.11.2019"	6	2014	2	426.9	1054.9	357.2	-4.76974	730.6024911
"BH-01867"	820	4800	"f"	"SB"	"23.11.2019"	6	2014	2	426.9	1054.9	357.2	-5.6912495	769.8058197
"BH-01867"	820	4800	"f"	"SB"	"23.11.2019"	6	2014	2	426.9	1054.9	357.2	-5.448747	809.0092707
"BH-01867"	820	4800	"f"	"SB"	"23.11.2019"	6	2014	2	426.9	1054.9	357.2	-6.0210529	848.2128271
"BH-01867"	820	4800	"f"	"SB"	"23.11.2019"	6	2014	2	426.9	1054.9	357.2	-5.0316427	887.4164749
"BH-01867"	820	4800	"f"	"SB"	"23.11.2019"	6	2014	2	426.9	1054.9	357.2	-4.6824391	926.0032397
"BH-01867"	820	4800	"f"	"SB"	"23.11.2019"	6	2014	2	426.9	1054.9	357.2	-4.7600399	965.2072316
"BH-01867"	820	4800	"f"	"SB"	"23.11.2019"	6	2014	2	426.9	1054.9	357.2	-5.1189436	1004.41127
"BH-01867"	820	4800	"f"	"SB"	"23.11.2019"	6	2014	2	426.9	1054.9	357.2	-4.5078373	1043.615351
"BH-01867"	820	4800	"f"	"SB"	"23.11.2019"	6	2014	3	198	1252.9	357.2	-5.933752	1082.819468
"BH-01867"	820	4800	"f"	"SB"	"23.11.2019"	6	2014	3	198	1252.9	357.2	-5.3905464	1121.408043
"BH-01867"	820	4800	"f"	"SB"	"23.11.2019"	6	2014	3	198	1252.9	357.2	-6.321756	1160.612338
"BH-01867"	820	4800	"f"	"SB"	"23.11.2019"	6	2014	3	198	1252.9	357.2	-5.4875474	1199.816653
"BH-01867"	820	4800	"f"	"SB"	"23.11.2019"	6	2014	3	198	1252.9	357.2	-3.7900299	1239.020984
"BH-01867"	820	4800	"f"	"SB"	"23.11.2019"	6	2014	4	162.6	1415.5	357.2	-5.1965444	1278.225332
