PN-Stellennr.	PN-Stellenbezeichnung	Probenahmedatum	Tiefeninformation	Parameter	Endergebnis	Einheit
112400185	RB1	16.11.2021 08:00		Sauerstoff (mL/L)	6.5	mL/L
112190202	RB2	25.10.2021 08:00		Sauerstoff (mL/L)	7.9	mL/L
112400185	RB1	25.10.2021 08:00		Sauerstoff (mL/L)	7.7	mL/L
112190202	RB2	13.09.2021 08:00		Sauerstoff (mL/L)	6.5	mL/L
112400185	RB1	13.09.2021 08:00		Sauerstoff (mL/L)	6.8	mL/L
112190202	RB2	23.08.2021 08:00		Sauerstoff (mL/L)	6.8	mL/L
112400185	RB1	23.08.2021 08:00		Sauerstoff (mL/L)	6.8	mL/L
112190202	RB2	19.07.2021 08:00		Sauerstoff (mL/L)	7.1	mL/L
112400185	RB1	19.07.2021 08:00		Sauerstoff (mL/L)	6.7	mL/L
112190202	RB2	07.06.2021 08:00		Sauerstoff (mL/L)	4.2	mL/L
112400185	RB1	07.06.2021 08:00		Sauerstoff (mL/L)	4	mL/L
112190202	RB2	17.05.2021 08:00		Sauerstoff (mL/L)	4.9	mL/L
112400185	RB1	17.05.2021 08:00		Sauerstoff (mL/L)	5.2	mL/L
112190202	RB2	26.04.2021 08:00		Sauerstoff (mL/L)	8.6	mL/L
112400185	RB1	26.04.2021 08:00		Sauerstoff (mL/L)	9	mL/L
112190202	RB2	22.03.2021 08:00		Sauerstoff (mL/L)	8	mL/L
112400185	RB1	22.03.2021 08:00		Sauerstoff (mL/L)	8.3	mL/L
112190202	RB2	27.01.2021 08:00		Sauerstoff (mL/L)	8.6	mL/L
112400185	RB1	27.01.2021 08:00		Sauerstoff (mL/L)	9.3	mL/L
111034806	P48	15.12.2021 08:00		Sauerstoff (mL/L)	8.5	mL/L
111034208	P42	15.12.2021 08:00	Grundnähe	Sauerstoff (mL/L)	9.2	mL/L
111034208	P42	15.12.2021 08:00		Sauerstoff (mL/L)	9.2	mL/L
111032085	P20	15.12.2021 08:00	Grundnähe	Sauerstoff (mL/L)	9.4	mL/L
111032085	P20	15.12.2021 08:00		Sauerstoff (mL/L)	9.2	mL/L
111030108	AW1	15.12.2021 08:00		Sauerstoff (mL/L)	8.5	mL/L
111034806	P48	17.11.2021 08:00		Sauerstoff (mL/L)	7.6	mL/L
111034208	P42	17.11.2021 08:00	Grundnähe	Sauerstoff (mL/L)	7.1	mL/L
111034208	P42	17.11.2021 08:00		Sauerstoff (mL/L)	7.3	mL/L
111032085	P20	17.11.2021 08:00	Grundnähe	Sauerstoff (mL/L)	6.9	mL/L
111032085	P20	17.11.2021 08:00		Sauerstoff (mL/L)	6.9	mL/L
111030108	AW1	17.11.2021 08:00		Sauerstoff (mL/L)	7.6	mL/L
111034806	P48	26.10.2021 08:00		Sauerstoff (mL/L)	8.1	mL/L
111034208	P42	26.10.2021 08:00	Grundnähe	Sauerstoff (mL/L)	8.2	mL/L
111034208	P42	26.10.2021 08:00		Sauerstoff (mL/L)	8.1	mL/L
111032085	P20	26.10.2021 08:00	Grundnähe	Sauerstoff (mL/L)	7.3	mL/L
111032085	P20	26.10.2021 08:00		Sauerstoff (mL/L)	7.4	mL/L
111030108	AW1	26.10.2021 08:00		Sauerstoff (mL/L)	8.3	mL/L
111034806	P48	14.09.2021 08:00		Sauerstoff (mL/L)	6.7	mL/L
111034208	P42	14.09.2021 08:00	Grundnähe	Sauerstoff (mL/L)	7.9	mL/L
111034208	P42	14.09.2021 08:00		Sauerstoff (mL/L)	7.4	mL/L
111032085	P20	14.09.2021 08:00	Grundnähe	Sauerstoff (mL/L)	6.1	mL/L
111032085	P20	14.09.2021 08:00		Sauerstoff (mL/L)	7.1	mL/L
111030108	AW1	14.09.2021 08:00		Sauerstoff (mL/L)	6.7	mL/L
111034806	P48	24.08.2021 08:00		Sauerstoff (mL/L)	7.1	mL/L
111034208	P42	24.08.2021 08:00	Grundnähe	Sauerstoff (mL/L)	7.2	mL/L
111034208	P42	24.08.2021 08:00		Sauerstoff (mL/L)	7.1	mL/L
111032085	P20	24.08.2021 08:00	Grundnähe	Sauerstoff (mL/L)	6.5	mL/L
111032085	P20	24.08.2021 08:00		Sauerstoff (mL/L)	6.7	mL/L
111030108	AW1	24.08.2021 08:00		Sauerstoff (mL/L)	7.1	mL/L
111034806	P48	20.07.2021 08:00		Sauerstoff (mL/L)	6.2	mL/L
111034208	P42	20.07.2021 08:00	Grundnähe	Sauerstoff (mL/L)	6.4	mL/L
111034208	P42	20.07.2021 08:00		Sauerstoff (mL/L)	6.8	mL/L
111032085	P20	20.07.2021 08:00	Grundnähe	Sauerstoff (mL/L)	5.3	mL/L
111032085	P20	20.07.2021 08:00		Sauerstoff (mL/L)	5.8	mL/L
111030108	AW1	20.07.2021 08:00		Sauerstoff (mL/L)	6.3	mL/L
111034806	P48	08.06.2021 08:00		Sauerstoff (mL/L)	6.4	mL/L
111034208	P42	08.06.2021 08:00	Grundnähe	Sauerstoff (mL/L)	6.9	mL/L
111034208	P42	08.06.2021 08:00		Sauerstoff (mL/L)	7.4	mL/L
111032085	P20	08.06.2021 08:00	Grundnähe	Sauerstoff (mL/L)	4.8	mL/L
111032085	P20	08.06.2021 08:00		Sauerstoff (mL/L)	7.3	mL/L
111030108	AW1	08.06.2021 08:00		Sauerstoff (mL/L)	6.7	mL/L
111034806	P48	19.05.2021 08:00		Sauerstoff (mL/L)	7.2	mL/L
111034208	P42	19.05.2021 08:00	Grundnähe	Sauerstoff (mL/L)	7.7	mL/L
111034208	P42	19.05.2021 08:00		Sauerstoff (mL/L)	8.3	mL/L
111032085	P20	19.05.2021 08:00	Grundnähe	Sauerstoff (mL/L)	4.8	mL/L
111032085	P20	19.05.2021 08:00		Sauerstoff (mL/L)	8.4	mL/L
111030108	AW1	19.05.2021 08:00		Sauerstoff (mL/L)	7.4	mL/L
111034806	P48	27.04.2021 08:00		Sauerstoff (mL/L)	10.1	mL/L
111034208	P42	27.04.2021 08:00	Grundnähe	Sauerstoff (mL/L)	9.1	mL/L
111034208	P42	27.04.2021 08:00		Sauerstoff (mL/L)	9.6	mL/L
111032085	P20	27.04.2021 08:00	Grundnähe	Sauerstoff (mL/L)	8.5	mL/L
111032085	P20	27.04.2021 08:00		Sauerstoff (mL/L)	8.9	mL/L
111030108	AW1	27.04.2021 08:00		Sauerstoff (mL/L)	10.1	mL/L
111034806	P48	23.03.2021 08:00		Sauerstoff (mL/L)	10.3	mL/L
111034208	P42	23.03.2021 08:00	Grundnähe	Sauerstoff (mL/L)	9.8	mL/L
111034208	P42	23.03.2021 08:00		Sauerstoff (mL/L)	10.2	mL/L
111032085	P20	23.03.2021 08:00	Grundnähe	Sauerstoff (mL/L)	9.7	mL/L
111032085	P20	23.03.2021 08:00		Sauerstoff (mL/L)	9.8	mL/L
111030108	AW1	23.03.2021 08:00		Sauerstoff (mL/L)	10.1	mL/L
111034806	P48	26.01.2021 08:00		Sauerstoff (mL/L)	9.5	mL/L
111034208	P42	26.01.2021 08:00	Grundnähe	Sauerstoff (mL/L)	9.5	mL/L
111034208	P42	26.01.2021 08:00		Sauerstoff (mL/L)	9.4	mL/L
111032085	P20	26.01.2021 08:00	Grundnähe	Sauerstoff (mL/L)	9.4	mL/L
111032085	P20	26.01.2021 08:00		Sauerstoff (mL/L)	9.5	mL/L
111030108	AW1	26.01.2021 08:00		Sauerstoff (mL/L)	9.8	mL/L
109016609	S66	13.12.2021 00:00		Sauerstoff (mL/L)	9.2	mL/L
109016609	S66	25.11.2021 08:00		Sauerstoff (mL/L)	7.6	mL/L
109016609	S66	13.10.2021 08:00		Sauerstoff (mL/L)	7	mL/L
109016609	S66	25.08.2021 08:00		Sauerstoff (mL/L)	6	mL/L
109016609	S66	05.08.2021 08:00		Sauerstoff (mL/L)	6.2	mL/L
109016609	S66	15.07.2021 08:00		Sauerstoff (mL/L)	6.1	mL/L
109016609	S66	12.05.2021 08:00		Sauerstoff (mL/L)	7.5	mL/L
109016609	S66	25.03.2021 08:00		Sauerstoff (mL/L)	8.8	mL/L
109016609	S66	08.04.2021 08:00		Sauerstoff (mL/L)	8.5	mL/L
109016609	S66	14.01.2021 08:00		Sauerstoff (mL/L)	10.1	mL/L
112391004	RB10	09.11.2021 08:00	Grundnähe	Sauerstoff (mL/L)	7.4	mL/L
112391004	RB10	09.11.2021 08:00		Sauerstoff (mL/L)	7.5	mL/L
112390909	RB9	09.11.2021 08:00	Grundnähe	Sauerstoff (mL/L)	7.5	mL/L
112390909	RB9	09.11.2021 08:00		Sauerstoff (mL/L)	7.5	mL/L
112280603	RB6	09.11.2021 08:00		Sauerstoff (mL/L)	7.4	mL/L
112391004	RB10	04.10.2021 08:00	Grundnähe	Sauerstoff (mL/L)	6	mL/L
112391004	RB10	04.10.2021 08:00		Sauerstoff (mL/L)	6.3	mL/L
112390909	RB9	04.10.2021 08:00	Grundnähe	Sauerstoff (mL/L)	6.1	mL/L
112390909	RB9	04.10.2021 08:00		Sauerstoff (mL/L)	6.1	mL/L
112280603	RB6	04.10.2021 08:00		Sauerstoff (mL/L)	6.7	mL/L
112391004	RB10	10.08.2021 08:00	Grundnähe	Sauerstoff (mL/L)	5.5	mL/L
112391004	RB10	10.08.2021 08:00		Sauerstoff (mL/L)	5.6	mL/L
112390909	RB9	10.08.2021 08:00	Grundnähe	Sauerstoff (mL/L)	5.5	mL/L
112390909	RB9	10.08.2021 08:00		Sauerstoff (mL/L)	5.6	mL/L
112280603	RB6	10.08.2021 08:00		Sauerstoff (mL/L)	5.5	mL/L
112391004	RB10	20.07.2021 08:00	Grundnähe	Sauerstoff (mL/L)	5.6	mL/L
112391004	RB10	20.07.2021 08:00		Sauerstoff (mL/L)	5.6	mL/L
112390909	RB9	20.07.2021 08:00	Grundnähe	Sauerstoff (mL/L)	5.6	mL/L
112390909	RB9	20.07.2021 08:00		Sauerstoff (mL/L)	5.7	mL/L
112280603	RB6	20.07.2021 08:00		Sauerstoff (mL/L)	5.1	mL/L
112391004	RB10	04.05.2021 08:00	Grundnähe	Sauerstoff (mL/L)	7.5	mL/L
112391004	RB10	04.05.2021 08:00		Sauerstoff (mL/L)	7.5	mL/L
112390909	RB9	04.05.2021 08:00	Grundnähe	Sauerstoff (mL/L)	6.8	mL/L
112390909	RB9	04.05.2021 08:00		Sauerstoff (mL/L)	7.6	mL/L
112280603	RB6	04.05.2021 08:00		Sauerstoff (mL/L)	7.5	mL/L
112391004	RB10	20.04.2021 08:00	Grundnähe	Sauerstoff (mL/L)	7.9	mL/L
112391004	RB10	20.04.2021 08:00		Sauerstoff (mL/L)	8	mL/L
112390909	RB9	20.04.2021 08:00	Grundnähe	Sauerstoff (mL/L)	8.1	mL/L
112390909	RB9	20.04.2021 08:00		Sauerstoff (mL/L)	8	mL/L
112280603	RB6	20.04.2021 08:00		Sauerstoff (mL/L)	8.1	mL/L
112391004	RB10	30.03.2021 08:00	Grundnähe	Sauerstoff (mL/L)	8.5	mL/L
112391004	RB10	30.03.2021 08:00		Sauerstoff (mL/L)	8.3	mL/L
112390909	RB9	30.03.2021 08:00	Grundnähe	Sauerstoff (mL/L)	8.4	mL/L
112390909	RB9	30.03.2021 08:00		Sauerstoff (mL/L)	8.5	mL/L
112280603	RB6	30.03.2021 08:00		Sauerstoff (mL/L)	8.1	mL/L
112190309	RB3	29.11.2021 08:00	Grundnähe	Sauerstoff (mL/L)	7.3	mL/L
112190309	RB3	29.11.2021 08:00		Sauerstoff (mL/L)	7.1	mL/L
112190309	RB3	08.11.2021 08:00	Grundnähe	Sauerstoff (mL/L)	7.5	mL/L
112190309	RB3	08.11.2021 08:00		Sauerstoff (mL/L)	7.4	mL/L
112190309	RB3	05.10.2021 08:00	Grundnähe	Sauerstoff (mL/L)	6.4	mL/L
112190309	RB3	05.10.2021 08:00		Sauerstoff (mL/L)	6.5	mL/L
112190309	RB3	09.08.2021 08:00	Grundnähe	Sauerstoff (mL/L)	5	mL/L
112190309	RB3	09.08.2021 08:00		Sauerstoff (mL/L)	5.5	mL/L
112190309	RB3	19.07.2021 08:00	Grundnähe	Sauerstoff (mL/L)	5.6	mL/L
112190309	RB3	19.07.2021 08:00		Sauerstoff (mL/L)	5.6	mL/L
112190309	RB3	03.05.2021 08:00	Grundnähe	Sauerstoff (mL/L)	7.8	mL/L
112190309	RB3	03.05.2021 08:00		Sauerstoff (mL/L)	7.8	mL/L
112190309	RB3	19.04.2021 08:00	Grundnähe	Sauerstoff (mL/L)	8.1	mL/L
112190309	RB3	19.04.2021 08:00		Sauerstoff (mL/L)	8.1	mL/L
112190309	RB3	29.03.2021 08:00	Grundnähe	Sauerstoff (mL/L)	8.1	mL/L
112190309	RB3	29.03.2021 08:00		Sauerstoff (mL/L)	8.1	mL/L
112391500	RB15	20.12.2021 08:00		Sauerstoff (mL/L)	7.5	mL/L
112391500	RB15	16.11.2021 08:00		Sauerstoff (mL/L)	7.1	mL/L
112391500	RB15	25.10.2021 08:00		Sauerstoff (mL/L)	8.1	mL/L
112391500	RB15	23.09.2021 08:00		Sauerstoff (mL/L)	7.6	mL/L
103070503	GS	19.04.2021 08:00		Sauerstoff (mL/L)	8.1	mL/L
103070503	GS	29.03.2021 08:00	Grundnähe	Sauerstoff (mL/L)	8.9	mL/L
103070503	GS	29.03.2021 08:00		Sauerstoff (mL/L)	8.8	mL/L
105010701	GB7	13.12.2021 00:00	Grundnähe	Sauerstoff (mL/L)	9	mL/L
105010701	GB7	13.12.2021 00:00		Sauerstoff (mL/L)	9	mL/L
105010306	GB3	13.12.2021 00:00	Grundnähe	Sauerstoff (mL/L)	8.9	mL/L
105010306	GB3	13.12.2021 00:00		Sauerstoff (mL/L)	8.9	mL/L
105010285	GB2	13.12.2021 00:00	Grundnähe	Sauerstoff (mL/L)	9	mL/L
105010285	GB2	13.12.2021 00:00		Sauerstoff (mL/L)	9	mL/L
105010701	GB7	23.11.2021 08:00	Grundnähe	Sauerstoff (mL/L)	7.6	mL/L
105010701	GB7	23.11.2021 08:00		Sauerstoff (mL/L)	7.8	mL/L
105010306	GB3	23.11.2021 08:00	Grundnähe	Sauerstoff (mL/L)	7.7	mL/L
105010306	GB3	23.11.2021 08:00		Sauerstoff (mL/L)	7.8	mL/L
105010285	GB2	23.11.2021 08:00	Grundnähe	Sauerstoff (mL/L)	7.8	mL/L
105010285	GB2	23.11.2021 08:00		Sauerstoff (mL/L)	7.9	mL/L
105010701	GB7	11.10.2021 08:00	Grundnähe	Sauerstoff (mL/L)	6.7	mL/L
105010701	GB7	11.10.2021 08:00		Sauerstoff (mL/L)	6.9	mL/L
105010306	GB3	11.10.2021 08:00	Grundnähe	Sauerstoff (mL/L)	6.8	mL/L
105010306	GB3	11.10.2021 08:00		Sauerstoff (mL/L)	6.8	mL/L
105010285	GB2	11.10.2021 08:00	Grundnähe	Sauerstoff (mL/L)	6.8	mL/L
105010285	GB2	11.10.2021 08:00		Sauerstoff (mL/L)	6.8	mL/L
105010701	GB7	03.08.2021 08:00	Grundnähe	Sauerstoff (mL/L)	5.7	mL/L
105010701	GB7	03.08.2021 08:00		Sauerstoff (mL/L)	5.8	mL/L
105010306	GB3	03.08.2021 08:00	Grundnähe	Sauerstoff (mL/L)	5.7	mL/L
105010306	GB3	03.08.2021 08:00		Sauerstoff (mL/L)	5.9	mL/L
105010285	GB2	03.08.2021 08:00	Grundnähe	Sauerstoff (mL/L)	5.4	mL/L
105010285	GB2	03.08.2021 08:00		Sauerstoff (mL/L)	5.5	mL/L
105010701	GB7	13.07.2021 00:00	Grundnähe	Sauerstoff (mL/L)	5.6	mL/L
105010701	GB7	13.07.2021 00:00		Sauerstoff (mL/L)	6	mL/L
105010306	GB3	13.07.2021 00:00	Grundnähe	Sauerstoff (mL/L)	5.5	mL/L
105010306	GB3	13.07.2021 00:00		Sauerstoff (mL/L)	5.9	mL/L
105010285	GB2	13.07.2021 00:00	Grundnähe	Sauerstoff (mL/L)	5.5	mL/L
105010285	GB2	13.07.2021 00:00		Sauerstoff (mL/L)	5.8	mL/L
105010701	GB7	10.05.2021 08:00	Grundnähe	Sauerstoff (mL/L)	7.8	mL/L
105010701	GB7	10.05.2021 08:00		Sauerstoff (mL/L)	7.7	mL/L
105010306	GB3	10.05.2021 08:00	Grundnähe	Sauerstoff (mL/L)	7.8	mL/L
105010306	GB3	10.05.2021 08:00		Sauerstoff (mL/L)	7.8	mL/L
105010285	GB2	10.05.2021 08:00	Grundnähe	Sauerstoff (mL/L)	7.6	mL/L
105010285	GB2	10.05.2021 08:00		Sauerstoff (mL/L)	7.8	mL/L
105010701	GB7	08.04.2021 08:00	Grundnähe	Sauerstoff (mL/L)	8.5	mL/L
105010701	GB7	08.04.2021 08:00		Sauerstoff (mL/L)	8.7	mL/L
105010306	GB3	06.04.2021 08:00	Grundnähe	Sauerstoff (mL/L)	8	mL/L
105010306	GB3	06.04.2021 08:00		Sauerstoff (mL/L)	8.4	mL/L
105010285	GB2	06.04.2021 08:00	Grundnähe	Sauerstoff (mL/L)	8.5	mL/L
105010285	GB2	06.04.2021 08:00		Sauerstoff (mL/L)	8.5	mL/L
105010306	GB3	25.03.2021 08:00	Grundnähe	Sauerstoff (mL/L)	9.1	mL/L
105010306	GB3	25.03.2021 08:00		Sauerstoff (mL/L)	9.3	mL/L
105010701	GB7	23.03.2021 08:00	Grundnähe	Sauerstoff (mL/L)	9.2	mL/L
105010701	GB7	23.03.2021 08:00		Sauerstoff (mL/L)	9.5	mL/L
105010285	GB2	23.03.2021 08:00	Grundnähe	Sauerstoff (mL/L)	9.6	mL/L
105010285	GB2	23.03.2021 08:00		Sauerstoff (mL/L)	9.6	mL/L
105010701	GB7	13.01.2021 08:00	Grundnähe	Sauerstoff (mL/L)	9.9	mL/L
105010701	GB7	13.01.2021 08:00		Sauerstoff (mL/L)	9.8	mL/L
105010306	GB3	13.01.2021 08:00	Grundnähe	Sauerstoff (mL/L)	9.9	mL/L
105010306	GB3	13.01.2021 08:00		Sauerstoff (mL/L)	9.9	mL/L
105010285	GB2	13.01.2021 08:00	Grundnähe	Sauerstoff (mL/L)	9.8	mL/L
105010285	GB2	13.01.2021 08:00		Sauerstoff (mL/L)	9.8	mL/L
105011907	GB19	13.12.2021 00:00	Grundnähe	Sauerstoff (mL/L)	9	mL/L
105011907	GB19	13.12.2021 00:00		Sauerstoff (mL/L)	9	mL/L
105011907	GB19	25.11.2021 08:00	Grundnähe	Sauerstoff (mL/L)	7.8	mL/L
105011907	GB19	25.11.2021 08:00		Sauerstoff (mL/L)	7.9	mL/L
105011907	GB19	13.10.2021 08:00	Grundnähe	Sauerstoff (mL/L)	6.8	mL/L
105011907	GB19	13.10.2021 08:00		Sauerstoff (mL/L)	6.8	mL/L
105011907	GB19	25.08.2021 08:00	Grundnähe	Sauerstoff (mL/L)	6.1	mL/L
105011907	GB19	25.08.2021 08:00		Sauerstoff (mL/L)	6	mL/L
105011907	GB19	05.08.2021 08:00	Grundnähe	Sauerstoff (mL/L)	5.6	mL/L
105011907	GB19	05.08.2021 08:00		Sauerstoff (mL/L)	6.1	mL/L
105011907	GB19	15.07.2021 08:00	Grundnähe	Sauerstoff (mL/L)	4.5	mL/L
105011907	GB19	15.07.2021 08:00		Sauerstoff (mL/L)	5.9	mL/L
105011907	GB19	12.05.2021 08:00	Grundnähe	Sauerstoff (mL/L)	7.1	mL/L
105011907	GB19	12.05.2021 08:00		Sauerstoff (mL/L)	7.8	mL/L
105011907	GB19	08.04.2021 08:00	Grundnähe	Sauerstoff (mL/L)	8.6	mL/L
105011907	GB19	08.04.2021 08:00		Sauerstoff (mL/L)	8.6	mL/L
105011907	GB19	23.03.2021 08:00	Grundnähe	Sauerstoff (mL/L)	9	mL/L
105011907	GB19	23.03.2021 08:00		Sauerstoff (mL/L)	9.5	mL/L
111071308	O133	14.12.2021 08:00	Grundnähe	Sauerstoff (mL/L)	8.6	mL/L
111071308	O133	14.12.2021 08:00		Sauerstoff (mL/L)	8.5	mL/L
105011907	GB19	14.01.2021 08:00	Grundnähe	Sauerstoff (mL/L)	9.9	mL/L
105011907	GB19	14.01.2021 08:00		Sauerstoff (mL/L)	9.9	mL/L
111021001	GB10	14.12.2021 00:00	Grundnähe	Sauerstoff (mL/L)	8.5	mL/L
111021001	GB10	14.12.2021 00:00		Sauerstoff (mL/L)	9.1	mL/L
111021001	GB10	24.11.2021 08:00	Grundnähe	Sauerstoff (mL/L)	7.9	mL/L
111021001	GB10	24.11.2021 08:00		Sauerstoff (mL/L)	7.8	mL/L
111021001	GB10	12.10.2021 08:00	Grundnähe	Sauerstoff (mL/L)	5.9	mL/L
111021001	GB10	12.10.2021 08:00		Sauerstoff (mL/L)	6.6	mL/L
111021001	GB10	04.08.2021 08:00	Grundnähe	Sauerstoff (mL/L)	5.5	mL/L
111021001	GB10	04.08.2021 08:00		Sauerstoff (mL/L)	5.8	mL/L
111021001	GB10	14.07.2021 08:00	Grundnähe	Sauerstoff (mL/L)	5.1	mL/L
111021001	GB10	14.07.2021 08:00		Sauerstoff (mL/L)	5.3	mL/L
111021001	GB10	11.05.2021 08:00	Grundnähe	Sauerstoff (mL/L)	7.7	mL/L
111021001	GB10	11.05.2021 08:00		Sauerstoff (mL/L)	7.8	mL/L
111021001	GB10	07.04.2021 08:00	Grundnähe	Sauerstoff (mL/L)	8.5	mL/L
111021001	GB10	07.04.2021 08:00		Sauerstoff (mL/L)	8.6	mL/L
111021001	GB10	24.03.2021 08:00	Grundnähe	Sauerstoff (mL/L)	9.3	mL/L
111021001	GB10	24.03.2021 08:00		Sauerstoff (mL/L)	9.4	mL/L
111021001	GB10	13.01.2021 08:00	Grundnähe	Sauerstoff (mL/L)	9.7	mL/L
111021001	GB10	13.01.2021 08:00		Sauerstoff (mL/L)	9.9	mL/L
103051606	DB16	21.12.2021 08:00		Sauerstoff (mL/L)	8.9	mL/L
103051008	DB10	21.12.2021 08:00	Grundnähe	Sauerstoff (mL/L)	8.8	mL/L
103051008	DB10	21.12.2021 08:00		Sauerstoff (mL/L)	9	mL/L
103051606	DB16	11.11.2021 08:00		Sauerstoff (mL/L)	14.8	mL/L
103051008	DB10	11.11.2021 08:00	Grundnähe	Sauerstoff (mL/L)	7.7	mL/L
103051008	DB10	11.11.2021 08:00		Sauerstoff (mL/L)	9.7	mL/L
103051606	DB16	13.10.2021 08:00		Sauerstoff (mL/L)	8.1	mL/L
103051008	DB10	13.10.2021 08:00	Grundnähe	Sauerstoff (mL/L)	8.8	mL/L
103051008	DB10	13.10.2021 08:00		Sauerstoff (mL/L)	8.1	mL/L
103051606	DB16	07.09.2021 08:00		Sauerstoff (mL/L)	6.1	mL/L
111071308	O133	24.11.2021 08:00	Grundnähe	Sauerstoff (mL/L)	7.7	mL/L
111071308	O133	24.11.2021 08:00		Sauerstoff (mL/L)	7.7	mL/L
111071308	O133	12.10.2021 08:00	Grundnähe	Sauerstoff (mL/L)	6.5	mL/L
111071308	O133	12.10.2021 08:00		Sauerstoff (mL/L)	6.7	mL/L
111071308	O133	24.08.2021 08:00	Grundnähe	Sauerstoff (mL/L)	5.7	mL/L
111071308	O133	24.08.2021 08:00		Sauerstoff (mL/L)	5.7	mL/L
111071308	O133	04.08.2021 08:00	Grundnähe	Sauerstoff (mL/L)	5.1	mL/L
111071308	O133	04.08.2021 08:00		Sauerstoff (mL/L)	5.8	mL/L
111071308	O133	14.07.2021 08:00	Grundnähe	Sauerstoff (mL/L)	2.2	mL/L
111071308	O133	14.07.2021 08:00		Sauerstoff (mL/L)	5.7	mL/L
111071308	O133	11.05.2021 08:00	Grundnähe	Sauerstoff (mL/L)	8	mL/L
111071308	O133	11.05.2021 08:00		Sauerstoff (mL/L)	8	mL/L
111071308	O133	07.04.2021 08:00	Grundnähe	Sauerstoff (mL/L)	8.8	mL/L
111071308	O133	07.04.2021 08:00		Sauerstoff (mL/L)	8.8	mL/L
103051008	DB10	07.09.2021 08:00	Grundnähe	Sauerstoff (mL/L)	7.1	mL/L
103051008	DB10	07.09.2021 08:00		Sauerstoff (mL/L)	7	mL/L
103051606	DB16	24.08.2021 08:00		Sauerstoff (mL/L)	7.8	mL/L
103051008	DB10	24.08.2021 08:00	Grundnähe	Sauerstoff (mL/L)	6.7	mL/L
103051008	DB10	24.08.2021 08:00		Sauerstoff (mL/L)	6.9	mL/L
103051606	DB16	06.07.2021 08:00		Sauerstoff (mL/L)	5.6	mL/L
103051008	DB10	06.07.2021 08:00	Grundnähe	Sauerstoff (mL/L)	5.9	mL/L
103051008	DB10	06.07.2021 08:00		Sauerstoff (mL/L)	5.8	mL/L
103051606	DB16	09.06.2021 08:00		Sauerstoff (mL/L)	7.8	mL/L
103051008	DB10	09.06.2021 08:00	Grundnähe	Sauerstoff (mL/L)	6	mL/L
103051008	DB10	09.06.2021 08:00		Sauerstoff (mL/L)	7.6	mL/L
103051606	DB16	11.05.2021 08:00		Sauerstoff (mL/L)	8.8	mL/L
103051008	DB10	11.05.2021 08:00	Grundnähe	Sauerstoff (mL/L)	7	mL/L
103051008	DB10	11.05.2021 08:00		Sauerstoff (mL/L)	7.6	mL/L
103051606	DB16	14.04.2021 08:00		Sauerstoff (mL/L)	9.2	mL/L
103051008	DB10	14.04.2021 08:00	Grundnähe	Sauerstoff (mL/L)	8.7	mL/L
103051008	DB10	14.04.2021 08:00		Sauerstoff (mL/L)	8.8	mL/L
111071308	O133	24.03.2021 08:00	Grundnähe	Sauerstoff (mL/L)	9.6	mL/L
111071308	O133	24.03.2021 08:00		Sauerstoff (mL/L)	9.6	mL/L
103051606	DB16	16.03.2021 08:00		Sauerstoff (mL/L)	8.7	mL/L
103051008	DB10	16.03.2021 08:00	Grundnähe	Sauerstoff (mL/L)	8.8	mL/L
103051008	DB10	16.03.2021 08:00		Sauerstoff (mL/L)	8.8	mL/L
103051606	DB16	26.01.2021 08:00		Sauerstoff (mL/L)	9.5	mL/L
103051008	DB10	26.01.2021 08:00	Grundnähe	Sauerstoff (mL/L)	9.3	mL/L
103051008	DB10	26.01.2021 08:00		Sauerstoff (mL/L)	9.4	mL/L
103050603	DB6	11.10.2021 08:00		Sauerstoff (mL/L)	6.7	mL/L
103050208	DB2	11.10.2021 08:00		Sauerstoff (mL/L)	7	mL/L
103050101	DB1	11.10.2021 08:00		Sauerstoff (mL/L)	7.2	mL/L
103050603	DB6	08.11.2021 08:00		Sauerstoff (mL/L)	7.5	mL/L
103050208	DB2	08.11.2021 08:00		Sauerstoff (mL/L)	7.7	mL/L
103050101	DB1	08.11.2021 08:00		Sauerstoff (mL/L)	7.6	mL/L
103050603	DB6	06.09.2021 08:00		Sauerstoff (mL/L)	6.4	mL/L
103050208	DB2	06.09.2021 08:00		Sauerstoff (mL/L)	6.4	mL/L
103050101	DB1	06.09.2021 08:00		Sauerstoff (mL/L)	6.2	mL/L
103050603	DB6	16.08.2021 08:00		Sauerstoff (mL/L)	11.3	mL/L
103050208	DB2	16.08.2021 08:00		Sauerstoff (mL/L)	5.8	mL/L
103050101	DB1	16.08.2021 08:00		Sauerstoff (mL/L)	6.3	mL/L
103050603	DB6	05.07.2021 08:00		Sauerstoff (mL/L)	6.4	mL/L
103050208	DB2	05.07.2021 08:00		Sauerstoff (mL/L)	6.6	mL/L
103050101	DB1	05.07.2021 08:00		Sauerstoff (mL/L)	6	mL/L
103059085	KB90	22.11.2021 08:00	Grundnähe	Sauerstoff (mL/L)	7.3	mL/L
103059085	KB90	22.11.2021 08:00		Sauerstoff (mL/L)	7.3	mL/L
103059085	KB90	08.11.2021 08:00	Grundnähe	Sauerstoff (mL/L)	7.3	mL/L
103059085	KB90	08.11.2021 08:00		Sauerstoff (mL/L)	7.1	mL/L
103059085	KB90	04.10.2021 08:00	Grundnähe	Sauerstoff (mL/L)	6.5	mL/L
