PN-Stellennr.	PN-Stellenbezeichnung	Probenahmedatum	Tiefeninformation	Parameter	Endergebnis	Einheit
103050208	DB2	10.05.2021 08:00		Leitfähigkeit	13	mS/cm
103050101	DB1	10.05.2021 08:00		Leitfähigkeit	16.45	mS/cm
103050101	DB1	10.05.2021 08:00		Leitfähigkeit	16.43	mS/cm
103050603	DB6	12.04.2021 08:00		Leitfähigkeit	12.3	mS/cm
103050208	DB2	12.04.2021 08:00		Leitfähigkeit	14.96	mS/cm
103050101	DB1	12.04.2021 08:00		Leitfähigkeit	16.95	mS/cm
103050101	DB1	12.04.2021 08:00		Leitfähigkeit	16.95	mS/cm
103050603	DB6	08.03.2021 08:00		Leitfähigkeit	10.33	mS/cm
103050208	DB2	08.03.2021 08:00		Leitfähigkeit	11.06	mS/cm
103050101	DB1	08.03.2021 08:00		Leitfähigkeit	17.87	mS/cm
103050101	DB1	08.03.2021 08:00		Leitfähigkeit	17.9	mS/cm
103050603	DB6	25.01.2021 08:00		Leitfähigkeit	11.18	mS/cm
103050208	DB2	25.01.2021 08:00		Leitfähigkeit	11.89	mS/cm
103050101	DB1	25.01.2021 08:00		Leitfähigkeit	14.91	mS/cm
103050101	DB1	25.01.2021 08:00		Leitfähigkeit	14.88	mS/cm
103050208	DB2	13.12.2021 08:00		Chlorophyll - KG	43.5	mg/m³
103050101	DB1	13.12.2021 08:00		Chlorophyll - KG	35.7	mg/m³
103050101	DB1	13.12.2021 08:00		Chlorophyll - KG	35.8	mg/m³
103050603	DB6	13.12.2021 08:00		Chlorophyll - KG	68.9	mg/m³
111071308	O133	12.01.2022 08:00		Chlorophyll - KG	1.6	mg/m³
105010701	GB7	11.01.2022 08:00		Chlorophyll - KG	6.5	mg/m³
105010306	GB3	11.01.2022 08:00		Chlorophyll - KG	6.6	mg/m³
105010285	GB2	11.01.2022 08:00		Chlorophyll - KG	4.3	mg/m³
105011907	GB19	13.01.2022 08:00		Chlorophyll - KG	5.3	mg/m³
111021001	GB10	13.01.2022 08:00		Chlorophyll - KG	10.8	mg/m³
103051606	DB16	11.01.2022 08:00		Chlorophyll - KG	97.8	mg/m³
103051008	DB10	11.01.2022 08:00		Chlorophyll - KG	56.4	mg/m³
103050603	DB6	10.01.2022 08:00		Chlorophyll - KG	40.2	mg/m³
103050208	DB2	10.01.2022 08:00		Chlorophyll - KG	22.5	mg/m³
103050101	DB1	10.01.2022 08:00		Chlorophyll - KG	6.7	mg/m³
105010701	GB7	23.08.2021 08:00		Chlorophyll - KG	3.6	mg/m³
105010306	GB3	23.08.2021 08:00		Chlorophyll - KG	20.5	mg/m³
105010285	GB2	23.08.2021 08:00		Chlorophyll - KG	24.1	mg/m³
111021001	GB10	24.08.2021 08:00		Chlorophyll - KG	5.4	mg/m³
112391500	RB15	26.08.2021 08:00		Chlorophyll - KG	123.4	mg/m³
112391500	RB15	22.07.2021 08:00		Chlorophyll - KG	133	mg/m³
112391500	RB15	21.06.2021 08:00		Chlorophyll - KG	46.7	mg/m³
112391500	RB15	20.05.2021 08:00		Chlorophyll - KG	39	mg/m³
112391500	RB15	15.04.2021 08:00		Chlorophyll - KG	91.6	mg/m³
112391500	RB15	29.03.2021 08:00		Chlorophyll - KG	57.6	mg/m³
112391500	RB15	25.02.2021 08:00		Chlorophyll - KG	27	mg/m³
112391500	RB15	25.02.2021 08:00		Chlorophyll - KG	26	mg/m³
112391500	RB15	18.01.2021 08:00		Chlorophyll - KG	39.8	mg/m³
112190202	RB2	14.12.2021 08:00		Chlorophyll - KG	3.6	mg/m³
112400185	RB1	14.12.2021 08:00		Chlorophyll - KG	3.6	mg/m³
112190202	RB2	16.11.2021 08:00		Chlorophyll - KG	1.3	mg/m³
112400185	RB1	16.11.2021 08:00		Chlorophyll - KG	1.4	mg/m³
112190202	RB2	25.10.2021 08:00		Chlorophyll - KG	1.6	mg/m³
112400185	RB1	25.10.2021 08:00		Chlorophyll - KG	1.8	mg/m³
112190202	RB2	13.09.2021 08:00		Chlorophyll - KG	2.7	mg/m³
112400185	RB1	13.09.2021 08:00		Chlorophyll - KG	2.3	mg/m³
112190202	RB2	23.08.2021 08:00		Chlorophyll - KG	3.1	mg/m³
112400185	RB1	23.08.2021 08:00		Chlorophyll - KG	3.7	mg/m³
112400185	RB1	23.08.2021 08:00		Chlorophyll - KG	3.4	mg/m³
112190202	RB2	19.07.2021 08:00		Chlorophyll - KG	2.7	mg/m³
112400185	RB1	19.07.2021 08:00		Chlorophyll - KG	2.5	mg/m³
112190202	RB2	07.06.2021 08:00		Chlorophyll - KG	9.1	mg/m³
112400185	RB1	07.06.2021 08:00		Chlorophyll - KG	9.3	mg/m³
112190202	RB2	17.05.2021 08:00		Chlorophyll - KG	3.3	mg/m³
112400185	RB1	17.05.2021 08:00		Chlorophyll - KG	3.5	mg/m³
112190202	RB2	26.04.2021 08:00		Chlorophyll - KG	0.7	mg/m³
112400185	RB1	26.04.2021 08:00		Chlorophyll - KG	0.7	mg/m³
112190202	RB2	22.03.2021 08:00		Chlorophyll - KG	1.5	mg/m³
112400185	RB1	22.03.2021 08:00		Chlorophyll - KG	2	mg/m³
112190202	RB2	27.01.2021 08:00		Chlorophyll - KG	6.9	mg/m³
112400185	RB1	27.01.2021 08:00		Chlorophyll - KG	5.6	mg/m³
111034806	P48	15.12.2021 08:00		Chlorophyll - KG	7.5	mg/m³
111034208	P42	15.12.2021 08:00		Chlorophyll - KG	9.6	mg/m³
111032085	P20	15.12.2021 08:00		Chlorophyll - KG	7.8	mg/m³
111030108	AW1	15.12.2021 08:00		Chlorophyll - KG	7.6	mg/m³
111034806	P48	17.11.2021 08:00		Chlorophyll - KG	28	mg/m³
111034208	P42	17.11.2021 08:00		Chlorophyll - KG	7	mg/m³
111032085	P20	17.11.2021 08:00		Chlorophyll - KG	8.3	mg/m³
111030108	AW1	17.11.2021 08:00		Chlorophyll - KG	27.8	mg/m³
111034806	P48	26.10.2021 08:00		Chlorophyll - KG	24.5	mg/m³
111034208	P42	26.10.2021 08:00		Chlorophyll - KG	32.2	mg/m³
111032085	P20	26.10.2021 08:00		Chlorophyll - KG	13	mg/m³
111030108	AW1	26.10.2021 08:00		Chlorophyll - KG	26.9	mg/m³
111034806	P48	14.09.2021 08:00		Chlorophyll - KG	59.8	mg/m³
111034208	P42	14.09.2021 08:00		Chlorophyll - KG	37.1	mg/m³
111032085	P20	14.09.2021 08:00		Chlorophyll - KG	36.1	mg/m³
111030108	AW1	14.09.2021 08:00		Chlorophyll - KG	58.6	mg/m³
111034806	P48	24.08.2021 08:00		Chlorophyll - KG	124.6	mg/m³
111034208	P42	24.08.2021 08:00		Chlorophyll - KG	81.4	mg/m³
111032085	P20	24.08.2021 08:00		Chlorophyll - KG	20.2	mg/m³
111030108	AW1	24.08.2021 08:00		Chlorophyll - KG	122.7	mg/m³
111034806	P48	20.07.2021 08:00		Chlorophyll - KG	60	mg/m³
111034208	P42	20.07.2021 08:00		Chlorophyll - KG	45	mg/m³
111032085	P20	20.07.2021 08:00		Chlorophyll - KG	30.4	mg/m³
111030108	AW1	20.07.2021 08:00		Chlorophyll - KG	67.5	mg/m³
111034806	P48	08.06.2021 08:00		Chlorophyll - KG	8.1	mg/m³
111034208	P42	08.06.2021 08:00		Chlorophyll - KG	19.3	mg/m³
111032085	P20	08.06.2021 08:00		Chlorophyll - KG	15.1	mg/m³
111030108	AW1	08.06.2021 08:00		Chlorophyll - KG	8.5	mg/m³
111034806	P48	19.05.2021 08:00		Chlorophyll - KG	33	mg/m³
111034208	P42	19.05.2021 08:00		Chlorophyll - KG	60	mg/m³
111032085	P20	19.05.2021 08:00		Chlorophyll - KG	51.2	mg/m³
111030108	AW1	19.05.2021 08:00		Chlorophyll - KG	33	mg/m³
111034806	P48	27.04.2021 08:00		Chlorophyll - KG	69.2	mg/m³
111034208	P42	27.04.2021 08:00		Chlorophyll - KG	52.5	mg/m³
111032085	P20	27.04.2021 08:00		Chlorophyll - KG	43.9	mg/m³
111030108	AW1	27.04.2021 08:00		Chlorophyll - KG	72	mg/m³
111034806	P48	23.03.2021 08:00		Chlorophyll - KG	51	mg/m³
111034208	P42	23.03.2021 08:00		Chlorophyll - KG	56.5	mg/m³
111032085	P20	23.03.2021 08:00		Chlorophyll - KG	33.1	mg/m³
111030108	AW1	23.03.2021 08:00		Chlorophyll - KG	47.2	mg/m³
111034806	P48	26.01.2021 08:00		Chlorophyll - KG	18.7	mg/m³
111034208	P42	26.01.2021 08:00		Chlorophyll - KG	8.7	mg/m³
111032085	P20	26.01.2021 08:00		Chlorophyll - KG	5.4	mg/m³
111030108	AW1	26.01.2021 08:00		Chlorophyll - KG	18.4	mg/m³
109016609	S66	13.12.2021 00:00		Chlorophyll - KG	7.9	mg/m³
109016609	S66	25.11.2021 08:00		Chlorophyll - KG	10.4	mg/m³
109016609	S66	13.10.2021 08:00		Chlorophyll - KG	14.9	mg/m³
109016609	S66	13.10.2021 08:00		Chlorophyll - KG	14.9	mg/m³
109016609	S66	25.08.2021 08:00		Chlorophyll - KG	21	mg/m³
109016609	S66	05.08.2021 08:00		Chlorophyll - KG	21.3	mg/m³
109016609	S66	15.07.2021 08:00		Chlorophyll - KG	23.2	mg/m³
109016609	S66	12.05.2021 08:00		Chlorophyll - KG	19.4	mg/m³
109016609	S66	25.03.2021 08:00		Chlorophyll - KG	8.3	mg/m³
109016609	S66	08.04.2021 08:00		Chlorophyll - KG	9.3	mg/m³
109016609	S66	14.01.2021 08:00		Chlorophyll - KG	4.8	mg/m³
112391004	RB10	09.11.2021 08:00		Chlorophyll - KG	37.9	mg/m³
112390909	RB9	09.11.2021 08:00		Chlorophyll - KG	36.5	mg/m³
112280603	RB6	09.11.2021 08:00		Chlorophyll - KG	17.4	mg/m³
112391004	RB10	04.10.2021 08:00		Chlorophyll - KG	15	mg/m³
112390909	RB9	04.10.2021 08:00		Chlorophyll - KG	13.3	mg/m³
112280603	RB6	04.10.2021 08:00		Chlorophyll - KG	14.7	mg/m³
112391004	RB10	10.08.2021 08:00		Chlorophyll - KG	32	mg/m³
112391004	RB10	10.08.2021 08:00		Chlorophyll - KG	32.3	mg/m³
112390909	RB9	10.08.2021 08:00		Chlorophyll - KG	30.1	mg/m³
112280603	RB6	10.08.2021 08:00		Chlorophyll - KG	16.4	mg/m³
112391004	RB10	20.07.2021 08:00		Chlorophyll - KG	34.8	mg/m³
112390909	RB9	20.07.2021 08:00		Chlorophyll - KG	37	mg/m³
112280603	RB6	20.07.2021 08:00		Chlorophyll - KG	19.1	mg/m³
112391004	RB10	04.05.2021 08:00		Chlorophyll - KG	11.4	mg/m³
112390909	RB9	04.05.2021 08:00		Chlorophyll - KG	11.6	mg/m³
112280603	RB6	04.05.2021 08:00		Chlorophyll - KG	7.3	mg/m³
112391004	RB10	20.04.2021 08:00		Chlorophyll - KG	16.7	mg/m³
112390909	RB9	20.04.2021 08:00		Chlorophyll - KG	5.3	mg/m³
112280603	RB6	20.04.2021 08:00		Chlorophyll - KG	9.1	mg/m³
112391004	RB10	30.03.2021 08:00		Chlorophyll - KG	4.6	mg/m³
112390909	RB9	30.03.2021 08:00		Chlorophyll - KG	5.8	mg/m³
112280603	RB6	30.03.2021 08:00		Chlorophyll - KG	3.8	mg/m³
112190309	RB3	29.11.2021 08:00		Chlorophyll - KG	3.2	mg/m³
112190309	RB3	08.11.2021 08:00		Chlorophyll - KG	3.1	mg/m³
112190309	RB3	05.10.2021 08:00		Chlorophyll - KG	4.2	mg/m³
112190309	RB3	09.08.2021 08:00		Chlorophyll - KG	9.8	mg/m³
112190309	RB3	19.07.2021 08:00		Chlorophyll - KG	5.4	mg/m³
112190309	RB3	03.05.2021 08:00		Chlorophyll - KG	1.4	mg/m³
112190309	RB3	19.04.2021 08:00		Chlorophyll - KG	2	mg/m³
112190309	RB3	19.04.2021 08:00		Chlorophyll - KG	1.7	mg/m³
112190309	RB3	29.03.2021 08:00		Chlorophyll - KG	3	mg/m³
112391500	RB15	20.12.2021 08:00		Chlorophyll - KG	162.9	mg/m³
112391500	RB15	16.11.2021 08:00		Chlorophyll - KG	185.5	mg/m³
112391500	RB15	25.10.2021 08:00		Chlorophyll - KG	228.4	mg/m³
112391500	RB15	25.10.2021 08:00		Chlorophyll - KG	226	mg/m³
112391500	RB15	23.09.2021 08:00		Chlorophyll - KG	167.5	mg/m³
103070503	GS	19.04.2021 08:00		Chlorophyll - KG	0.3	mg/m³
103070503	GS	29.03.2021 08:00		Chlorophyll - KG	1.3	mg/m³
105010701	GB7	13.12.2021 00:00		Chlorophyll - KG	6.1	mg/m³
105010306	GB3	13.12.2021 00:00		Chlorophyll - KG	6.7	mg/m³
105010285	GB2	13.12.2021 00:00		Chlorophyll - KG	6.3	mg/m³
105010701	GB7	23.11.2021 08:00		Chlorophyll - KG	6.2	mg/m³
105010306	GB3	23.11.2021 08:00		Chlorophyll - KG	11	mg/m³
105010285	GB2	23.11.2021 08:00		Chlorophyll - KG	10.4	mg/m³
105010701	GB7	11.10.2021 08:00		Chlorophyll - KG	10.6	mg/m³
105010306	GB3	11.10.2021 08:00		Chlorophyll - KG	11.6	mg/m³
105010285	GB2	11.10.2021 08:00		Chlorophyll - KG	11.7	mg/m³
105010701	GB7	03.08.2021 08:00		Chlorophyll - KG	17	mg/m³
105010306	GB3	03.08.2021 08:00		Chlorophyll - KG	24	mg/m³
105010285	GB2	03.08.2021 08:00		Chlorophyll - KG	20	mg/m³
105010285	GB2	03.08.2021 08:00		Chlorophyll - KG	20	mg/m³
105010701	GB7	13.07.2021 00:00		Chlorophyll - KG	9.3	mg/m³
105010306	GB3	13.07.2021 00:00		Chlorophyll - KG	8.6	mg/m³
105010285	GB2	13.07.2021 00:00		Chlorophyll - KG	6.1	mg/m³
105010701	GB7	10.05.2021 08:00		Chlorophyll - KG	6.1	mg/m³
105010306	GB3	10.05.2021 08:00		Chlorophyll - KG	6.2	mg/m³
105010285	GB2	10.05.2021 08:00		Chlorophyll - KG	7.2	mg/m³
105010701	GB7	08.04.2021 08:00		Chlorophyll - KG	7	mg/m³
105010306	GB3	06.04.2021 08:00		Chlorophyll - KG	4.3	mg/m³
105010285	GB2	06.04.2021 08:00		Chlorophyll - KG	8.8	mg/m³
105010306	GB3	25.03.2021 08:00		Chlorophyll - KG	4.2	mg/m³
105010701	GB7	23.03.2021 08:00		Chlorophyll - KG	5.5	mg/m³
105010285	GB2	23.03.2021 08:00		Chlorophyll - KG	6.3	mg/m³
105010701	GB7	13.01.2021 08:00		Chlorophyll - KG	5.6	mg/m³
105010306	GB3	13.01.2021 08:00		Chlorophyll - KG	3.8	mg/m³
105010285	GB2	13.01.2021 08:00		Chlorophyll - KG	4.6	mg/m³
105011907	GB19	13.12.2021 00:00		Chlorophyll - KG	7.5	mg/m³
105011907	GB19	25.11.2021 08:00		Chlorophyll - KG	9.5	mg/m³
105011907	GB19	13.10.2021 08:00		Chlorophyll - KG	11.5	mg/m³
105011907	GB19	25.08.2021 08:00		Chlorophyll - KG	10.7	mg/m³
105011907	GB19	05.08.2021 08:00		Chlorophyll - KG	18.8	mg/m³
105011907	GB19	15.07.2021 08:00		Chlorophyll - KG	10.4	mg/m³
105011907	GB19	12.05.2021 08:00		Chlorophyll - KG	5.4	mg/m³
105011907	GB19	08.04.2021 08:00		Chlorophyll - KG	6.8	mg/m³
105011907	GB19	23.03.2021 08:00		Chlorophyll - KG	6	mg/m³
111071308	O133	14.12.2021 08:00		Chlorophyll - KG	2.7	mg/m³
105011907	GB19	14.01.2021 08:00		Chlorophyll - KG	6.3	mg/m³
111021001	GB10	14.12.2021 00:00		Chlorophyll - KG	6.1	mg/m³
111021001	GB10	24.11.2021 08:00		Chlorophyll - KG	7.4	mg/m³
111021001	GB10	12.10.2021 08:00		Chlorophyll - KG	11	mg/m³
111021001	GB10	04.08.2021 08:00		Chlorophyll - KG	15.1	mg/m³
111021001	GB10	14.07.2021 08:00		Chlorophyll - KG	9.3	mg/m³
111021001	GB10	11.05.2021 08:00		Chlorophyll - KG	11.4	mg/m³
111021001	GB10	07.04.2021 08:00		Chlorophyll - KG	8.6	mg/m³
111021001	GB10	24.03.2021 08:00		Chlorophyll - KG	15.6	mg/m³
111021001	GB10	13.01.2021 08:00		Chlorophyll - KG	8.9	mg/m³
111021001	GB10	13.01.2021 08:00		Chlorophyll - KG	9	mg/m³
103051606	DB16	21.12.2021 08:00		Chlorophyll - KG	107.5	mg/m³
103051008	DB10	21.12.2021 08:00		Chlorophyll - KG	81.4	mg/m³
103051008	DB10	21.12.2021 08:00		Chlorophyll - KG	81.2	mg/m³
103051606	DB16	11.11.2021 08:00		Chlorophyll - KG	160	mg/m³
103051008	DB10	11.11.2021 08:00		Chlorophyll - KG	88.7	mg/m³
103051606	DB16	13.10.2021 08:00		Chlorophyll - KG	171.6	mg/m³
103051008	DB10	13.10.2021 08:00		Chlorophyll - KG	78.6	mg/m³
103051606	DB16	07.09.2021 08:00		Chlorophyll - KG	137.8	mg/m³
111071308	O133	24.11.2021 08:00		Chlorophyll - KG	3.2	mg/m³
111071308	O133	12.10.2021 08:00		Chlorophyll - KG	7.9	mg/m³
111071308	O133	24.08.2021 08:00		Chlorophyll - KG	4.7	mg/m³
111071308	O133	04.08.2021 08:00		Chlorophyll - KG	5.6	mg/m³
111071308	O133	14.07.2021 08:00		Chlorophyll - KG	6.4	mg/m³
111071308	O133	11.05.2021 08:00		Chlorophyll - KG	3	mg/m³
111071308	O133	07.04.2021 08:00		Chlorophyll - KG	5.9	mg/m³
103051008	DB10	07.09.2021 08:00		Chlorophyll - KG	67	mg/m³
103051606	DB16	24.08.2021 08:00		Chlorophyll - KG	135.7	mg/m³
103051008	DB10	24.08.2021 08:00		Chlorophyll - KG	59.3	mg/m³
103051606	DB16	06.07.2021 08:00		Chlorophyll - KG	138.2	mg/m³
103051008	DB10	06.07.2021 08:00		Chlorophyll - KG	77.6	mg/m³
103051008	DB10	06.07.2021 08:00		Chlorophyll - KG	77.1	mg/m³
103051606	DB16	09.06.2021 08:00		Chlorophyll - KG	126.1	mg/m³
103051008	DB10	09.06.2021 08:00		Chlorophyll - KG	73.1	mg/m³
103051606	DB16	11.05.2021 08:00		Chlorophyll - KG	216.4	mg/m³
103051008	DB10	11.05.2021 08:00		Chlorophyll - KG	139.8	mg/m³
103051606	DB16	14.04.2021 08:00		Chlorophyll - KG	157.1	mg/m³
103051008	DB10	14.04.2021 08:00		Chlorophyll - KG	124.8	mg/m³
111071308	O133	24.03.2021 08:00		Chlorophyll - KG	7	mg/m³
103051606	DB16	16.03.2021 08:00		Chlorophyll - KG	102.2	mg/m³
103051008	DB10	16.03.2021 08:00		Chlorophyll - KG	88.7	mg/m³
103051606	DB16	26.01.2021 08:00		Chlorophyll - KG	106.5	mg/m³
103051008	DB10	26.01.2021 08:00		Chlorophyll - KG	82.4	mg/m³
103050603	DB6	11.10.2021 08:00		Chlorophyll - KG	41.7	mg/m³
103050208	DB2	11.10.2021 08:00		Chlorophyll - KG	19.8	mg/m³
103050101	DB1	11.10.2021 08:00		Chlorophyll - KG	15.1	mg/m³
103050603	DB6	08.11.2021 08:00		Chlorophyll - KG	68.4	mg/m³
103050208	DB2	08.11.2021 08:00		Chlorophyll - KG	35.2	mg/m³
103050101	DB1	08.11.2021 08:00		Chlorophyll - KG	5.3	mg/m³
103050603	DB6	06.09.2021 08:00		Chlorophyll - KG	42.2	mg/m³
103050208	DB2	06.09.2021 08:00		Chlorophyll - KG	23.9	mg/m³
103050101	DB1	06.09.2021 08:00		Chlorophyll - KG	19.5	mg/m³
103050603	DB6	16.08.2021 08:00		Chlorophyll - KG	65.5	mg/m³
103050208	DB2	16.08.2021 08:00		Chlorophyll - KG	35.7	mg/m³
103050101	DB1	16.08.2021 08:00		Chlorophyll - KG	15.9	mg/m³
103050603	DB6	05.07.2021 08:00		Chlorophyll - KG	69.4	mg/m³
103050208	DB2	05.07.2021 08:00		Chlorophyll - KG	40.7	mg/m³
103050101	DB1	05.07.2021 08:00		Chlorophyll - KG	36.4	mg/m³
103059085	KB90	22.11.2021 08:00		Chlorophyll - KG	9.1	mg/m³
103059085	KB90	22.11.2021 08:00		Chlorophyll - KG	9.3	mg/m³
103059085	KB90	08.11.2021 08:00		Chlorophyll - KG	6.7	mg/m³
103059085	KB90	04.10.2021 08:00		Chlorophyll - KG	11.6	mg/m³
103059085	KB90	09.08.2021 08:00		Chlorophyll - KG	16.4	mg/m³
103059085	KB90	19.07.2021 08:00		Chlorophyll - KG	9.6	mg/m³
103059085	KB90	03.05.2021 08:00		Chlorophyll - KG	13.2	mg/m³
103059085	KB90	03.05.2021 08:00		Chlorophyll - KG	13.3	mg/m³
103059085	KB90	19.04.2021 08:00		Chlorophyll - KG	10.2	mg/m³
103059085	KB90	29.03.2021 08:00		Chlorophyll - KG	7.6	mg/m³
103059085	KB90	29.03.2021 08:00		Chlorophyll - KG	7.8	mg/m³
103070503	GS	29.11.2021 08:00		Chlorophyll - KG	0.9	mg/m³
103070503	GS	08.11.2021 08:00		Chlorophyll - KG	3.1	mg/m³
103070503	GS	08.11.2021 08:00		Chlorophyll - KG	3	mg/m³
103070503	GS	04.10.2021 08:00		Chlorophyll - KG	7.4	mg/m³
103070503	GS	09.08.2021 08:00		Chlorophyll - KG	1.6	mg/m³
103070503	GS	19.07.2021 08:00		Chlorophyll - KG	3.9	mg/m³
103070503	GS	03.05.2021 08:00		Chlorophyll - KG	0.7	mg/m³
103050603	DB6	07.06.2021 08:00		Chlorophyll - KG	53	mg/m³
103050208	DB2	07.06.2021 08:00		Chlorophyll - KG	36.1	mg/m³
103050101	DB1	07.06.2021 08:00		Chlorophyll - KG	37.1	mg/m³
103050101	DB1	07.06.2021 08:00		Chlorophyll - KG	38.6	mg/m³
103050603	DB6	10.05.2021 08:00		Chlorophyll - KG	79	mg/m³
103050208	DB2	10.05.2021 08:00		Chlorophyll - KG	72.8	mg/m³
103050101	DB1	10.05.2021 08:00		Chlorophyll - KG	8	mg/m³
103050603	DB6	12.04.2021 08:00		Chlorophyll - KG	79.3	mg/m³
103050208	DB2	12.04.2021 08:00		Chlorophyll - KG	38	mg/m³
103050101	DB1	12.04.2021 08:00		Chlorophyll - KG	5.6	mg/m³
103050603	DB6	08.03.2021 08:00		Chlorophyll - KG	44.3	mg/m³
103050208	DB2	08.03.2021 08:00		Chlorophyll - KG	38.3	mg/m³
103050101	DB1	08.03.2021 08:00		Chlorophyll - KG	4.3	mg/m³
103050603	DB6	25.01.2021 08:00		Chlorophyll - KG	54.5	mg/m³
103050208	DB2	25.01.2021 08:00		Chlorophyll - KG	43.7	mg/m³
103050101	DB1	25.01.2021 08:00		Chlorophyll - KG	4.3	mg/m³
103050208	DB2	13.12.2021 08:00		Sauerstoff (mL/L)	9.4	mL/L
103050101	DB1	13.12.2021 08:00		Sauerstoff (mL/L)	9.4	mL/L
103050603	DB6	13.12.2021 08:00		Sauerstoff (mL/L)	9.5	mL/L
103059085	KB90	19.01.2022 08:00	Grundnähe	Sauerstoff (mL/L)	8.9	mL/L
103059085	KB90	19.01.2022 08:00		Sauerstoff (mL/L)	8.9	mL/L
103070503	GS	19.01.2022 08:00	Grundnähe	Sauerstoff (mL/L)	8.9	mL/L
103070503	GS	19.01.2022 08:00		Sauerstoff (mL/L)	8.8	mL/L
109016609	S66	13.01.2022 08:00		Sauerstoff (mL/L)	9.2	mL/L
112391004	RB10	19.01.2022 08:00	Grundnähe	Sauerstoff (mL/L)	9.4	mL/L
112391004	RB10	19.01.2022 08:00		Sauerstoff (mL/L)	9.4	mL/L
112390909	RB9	19.01.2022 08:00	Grundnähe	Sauerstoff (mL/L)	9.4	mL/L
112390909	RB9	19.01.2022 08:00		Sauerstoff (mL/L)	9.4	mL/L
112280603	RB6	19.01.2022 08:00		Sauerstoff (mL/L)	9.2	mL/L
111034806	P48	25.01.2022 08:00		Sauerstoff (mL/L)	9.5	mL/L
111034208	P42	25.01.2022 08:00	Grundnähe	Sauerstoff (mL/L)	9.4	mL/L
111034208	P42	25.01.2022 08:00		Sauerstoff (mL/L)	8.8	mL/L
111032085	P20	25.01.2022 08:00	Grundnähe	Sauerstoff (mL/L)	9.3	mL/L
111032085	P20	25.01.2022 08:00		Sauerstoff (mL/L)	9.4	mL/L
111030108	AW1	25.01.2022 08:00		Sauerstoff (mL/L)	9.1	mL/L
111071308	O133	12.01.2022 08:00	Grundnähe	Sauerstoff (mL/L)	9.1	mL/L
111071308	O133	12.01.2022 08:00		Sauerstoff (mL/L)	9.3	mL/L
105010701	GB7	11.01.2022 08:00	Grundnähe	Sauerstoff (mL/L)	9.1	mL/L
105010701	GB7	11.01.2022 08:00		Sauerstoff (mL/L)	9.3	mL/L
105010306	GB3	11.01.2022 08:00	Grundnähe	Sauerstoff (mL/L)	9	mL/L
105010306	GB3	11.01.2022 08:00		Sauerstoff (mL/L)	9	mL/L
105010285	GB2	11.01.2022 08:00	Grundnähe	Sauerstoff (mL/L)	9	mL/L
105010285	GB2	11.01.2022 08:00		Sauerstoff (mL/L)	9	mL/L
105011907	GB19	13.01.2022 08:00	Grundnähe	Sauerstoff (mL/L)	9.3	mL/L
105011907	GB19	13.01.2022 08:00		Sauerstoff (mL/L)	9.3	mL/L
111021001	GB10	13.01.2022 08:00	Grundnähe	Sauerstoff (mL/L)	9.3	mL/L
111021001	GB10	13.01.2022 08:00		Sauerstoff (mL/L)	9.5	mL/L
103051606	DB16	11.01.2022 08:00		Sauerstoff (mL/L)	9.2	mL/L
103051008	DB10	11.01.2022 08:00	Grundnähe	Sauerstoff (mL/L)	9.2	mL/L
103051008	DB10	11.01.2022 08:00		Sauerstoff (mL/L)	9.3	mL/L
103050603	DB6	10.01.2022 08:00		Sauerstoff (mL/L)	9	mL/L
103050208	DB2	10.01.2022 08:00		Sauerstoff (mL/L)	9.1	mL/L
103050101	DB1	10.01.2022 08:00		Sauerstoff (mL/L)	8.8	mL/L
112190309	RB3	18.01.2022 08:00	Grundnähe	Sauerstoff (mL/L)	9	mL/L
112190309	RB3	18.01.2022 08:00		Sauerstoff (mL/L)	9	mL/L
105010701	GB7	23.08.2021 08:00	Grundnähe	Sauerstoff (mL/L)	5.8	mL/L
105010701	GB7	23.08.2021 08:00		Sauerstoff (mL/L)	5.8	mL/L
105010306	GB3	23.08.2021 08:00		Sauerstoff (mL/L)	6.1	mL/L
105010285	GB2	23.08.2021 08:00	Grundnähe	Sauerstoff (mL/L)	6.1	mL/L
105010285	GB2	23.08.2021 08:00		Sauerstoff (mL/L)	6.1	mL/L
111021001	GB10	24.08.2021 08:00	Grundnähe	Sauerstoff (mL/L)	5.6	mL/L
111021001	GB10	24.08.2021 08:00		Sauerstoff (mL/L)	5.8	mL/L
105010306	GB3	23.08.2021 08:00	Grundnähe	Sauerstoff (mL/L)	6.1	mL/L
112391500	RB15	26.08.2021 08:00		Sauerstoff (mL/L)	6.1	mL/L
112391500	RB15	22.07.2021 08:00		Sauerstoff (mL/L)	5.7	mL/L
112391500	RB15	21.06.2021 08:00		Sauerstoff (mL/L)	4.3	mL/L
112391500	RB15	20.05.2021 08:00		Sauerstoff (mL/L)	7	mL/L
112391500	RB15	15.04.2021 08:00		Sauerstoff (mL/L)	10.4	mL/L
112391500	RB15	29.03.2021 08:00		Sauerstoff (mL/L)	8.9	mL/L
112391500	RB15	25.02.2021 08:00		Sauerstoff (mL/L)	9.1	mL/L
112391500	RB15	18.01.2021 08:00		Sauerstoff (mL/L)	9.5	mL/L
112190202	RB2	14.12.2021 08:00		Sauerstoff (mL/L)	9	mL/L
112400185	RB1	14.12.2021 08:00		Sauerstoff (mL/L)	8.8	mL/L
112190202	RB2	16.11.2021 08:00		Sauerstoff (mL/L)	6.4	mL/L
