name,id,waterbody,month,year,identifier,Lat,Long,type,turbidity,SAL,WT
KHM,0313040905,Stettiner Haff,9,2018,9_2018,53.825,14.100001,Coast,,1.6,13.8
KHM,0313040905,Stettiner Haff,10,2018,10_2018,53.825,14.100001,Coast,,2.3,9.9
KHM,0313040905,Stettiner Haff,11,2018,11_2018,53.825,14.100001,Coast,,2.6,5.5
KHM,0313040905,Stettiner Haff,12,2018,12_2018,53.825,14.100001,Coast,,2.7,2.5
KHM,0313040905,Stettiner Haff,1,2019,1_2019,53.825,14.100001,Coast,,3.6,0.4
KHM,0313040905,Stettiner Haff,2,2019,2_2019,53.825,14.100001,Coast,,3,4.1
KHM,0313040905,Stettiner Haff,3,2019,3_2019,53.825,14.100001,Coast,,2.9,4.8
KHM,0313040905,Stettiner Haff,4,2019,4_2019,53.825,14.100001,Coast,,2,12.2
KHM,0313040905,Stettiner Haff,5,2019,5_2019,53.825,14.100001,Coast,,2.1,16
KHM,0313040905,Stettiner Haff,6,2019,6_2019,53.825,14.100001,Coast,,1.9,22.7
KHM,0313040905,Stettiner Haff,7,2019,7_2019,53.825,14.100001,Coast,,2.1,23.6
KHM,0313040905,Stettiner Haff,8,2019,8_2019,53.825,14.100001,Coast,,2.1,22.1
KHM,0313040905,Stettiner Haff,9,2019,9_2019,53.825,14.100001,Coast,,2.4,13.9
KHM,0313040905,Stettiner Haff,10,2019,10_2019,53.825,14.100001,Coast,,2.7,10.7
KHM,0313040905,Stettiner Haff,11,2019,11_2019,53.825,14.100001,Coast,,3.1,5.3
KHM,0313040905,Stettiner Haff,12,2019,12_2019,53.825,14.100001,Coast,,2.8,2.7
KHM,0313040905,Stettiner Haff,1,2020,1_2020,53.825,14.100001,Coast,,4,2.9
KHM,0313040905,Stettiner Haff,2,2020,2_2020,53.825,14.100001,Coast,,3.4,4.2
KHM,0313040905,Stettiner Haff,3,2020,3_2020,53.825,14.100001,Coast,,3.3,5.6
KHM,0313040905,Stettiner Haff,4,2020,4_2020,53.825,14.100001,Coast,,2.7,13
KHM,0313040905,Stettiner Haff,5,2020,5_2020,53.825,14.100001,Coast,,3,14.5
KHM,0313040905,Stettiner Haff,6,2020,6_2020,53.825,14.100001,Coast,,2.8,18.7
KHM,0313040905,Stettiner Haff,7,2020,7_2020,53.825,14.100001,Coast,,2.8,20.3
KHM,0313040905,Stettiner Haff,8,2020,8_2020,53.825,14.100001,Coast,,2.1,21
KHM,0313040905,Stettiner Haff,9,2020,9_2020,53.825,14.100001,Coast,,2.2,16.5
KHM,0313040905,Stettiner Haff,10,2020,10_2020,53.825,14.100001,Coast,,2.6,10
KHM,0313040905,Stettiner Haff,11,2020,11_2020,53.825,14.100001,Coast,,2.2,6
KHM,0313040905,Stettiner Haff,12,2020,12_2020,53.825,14.100001,Coast,,1.9,2.4
KHM,0313040905,Stettiner Haff,1,2021,1_2021,53.825,14.100001,Coast,,2.2,0.6
KHM,0313040905,Stettiner Haff,3,2021,3_2021,53.825,14.100001,Coast,,1.8,4.6
KHM,0313040905,Stettiner Haff,4,2021,4_2021,53.825,14.100001,Coast,,1.5,8.6
KHM,0313040905,Stettiner Haff,5,2021,5_2021,53.825,14.100001,Coast,,1.5,14
KHM,0313040905,Stettiner Haff,6,2021,6_2021,53.825,14.100001,Coast,,1.4,20.2
KHM,0313040905,Stettiner Haff,7,2021,7_2021,53.825,14.100001,Coast,,1.2,22.4
KHM,0313040905,Stettiner Haff,8,2021,8_2021,53.825,14.100001,Coast,,1.4,18.2
KHM,0313040905,Stettiner Haff,9,2021,9_2021,53.825,14.100001,Coast,,1.5,18.5
KHM,0313040905,Stettiner Haff,10,2021,10_2021,53.825,14.100001,Coast,,2.2,9.5
KHM,0313040905,Stettiner Haff,11,2021,11_2021,53.825,14.100001,Coast,,2.1,7.2
KHM,0313040905,Stettiner Haff,12,2021,12_2021,53.825,14.100001,Coast,,2.4,4
